Site,Lat.South,Long.East,Alt.AHD,Date,PM10.24h.mcrg.m3,CO.24h.ppm,SO2.24h.pphm,NO.24h.pphm,NO2.24h.pphm,OZONE.24h.pphm.1
ROUSE HILL,-33.68276,150.90371,73,228,,0.2,0,0.3,0.6,2.7
ROZELLE,-33.86435,151.16393,22,228,22.8,0.2,0.1,0.2,0.8,2.5
SINGLETON,-32.55748,151.17688,42,228,,,0.1,0.6,0.4,
ST MARYS,-33.79516,150.7668,29,228,,,,0.1,0.4,2.2
STOCKTON,-32.90197,151.78427,5,228,,,0.1,0.3,0.5,
WALLSEND,-32.89439,151.67021,8,228,,,,,,
WOLLONGONG,-34.41706,150.88733,15,228,,0.2,0.3,0.1,0.7,2.2
WYONG,-33.27897,151.43241,3,228,,0.1,0,0.1,0.4,2.6
BARGO,-34.3063,150.5806,365,229,,,0,0,0.1,2.7
BERESFIELD,-32.79679,151.66102,14,229,,,0.2,0.1,0.5,3
BRADFIELD HIGHWAY,-33.84343,151.21142,36,229,,0.2,0,2.5,2,1.4
BRINGELLY,-33.91765,150.76193,53,229,33.5,,0.1,0,0.2,2.7
CAMDEN,-34.0417,150.69014,73,229,,0.1,,-0.1,0.3,2.8
CAMPBELLTOWN WEST,-34.06667,150.79554,112,229,,0.2,0,0,0.7,2.4
CARRINGTON,-32.90972,151.7633,5,229,,,0.1,0.1,0.5,
CHULLORA,-33.89157,151.04606,32,229,,0,0,0.2,0.8,2.2
COFFS HARBOUR,-30.29831,153.11808,21,229,,,,,,
COOK AND PHILLIP,-33.87247,151.21334,26,229,,0.3,0,0.6,1.2,1.5
EARLWOOD,-33.91618,151.13579,7,229,,,,0.1,0.8,2.4
GOULBURN,-34.73451,149.72421,702,229,,,,0,0.2,3.2
GUNNEDAH,-30.98188,150.26067,272,229,,,,0.1,0.5,3.5
KEMBLA GRANGE,-34.47442,150.81916,5,229,,,,0,0.1,2.5
LIDCOMBE,-33.88141,151.04678,39,229,,0.2,0,0,0.5,2.6
LIVERPOOL,-33.9313,150.9073,22,229,29.1,0,0,0,0.6,2.5
MACQUARIE PARK,-33.76528,151.11777,49,229,,0.3,0,0,0.2,2.7
MAYFIELD,-32.88506,151.72835,5,229,,,0.1,0,0.4,
MERRIWA,-32.12578,150.4593,406,229,,0,0.3,0.1,0.7,2.8
MUSWELLBROOK,-32.27159,150.88593,145,229,,,0.4,0.3,1.1,
NEWCASTLE,-32.93118,151.75963,5,229,,0.3,0.1,0,0.2,3.2
OAKDALE,-34.05171,150.49819,457,229,,,,0,0.1,2.9
PENRITH,-33.7269,150.7038,27,229,,0.1,0.1,0,0.1,2.6
PORT MACQUARIE,-31.44776,152.87653,73,229,,0.1,0,0.1,0.3,2.1
RANDWICK,-33.93178,151.2428,28,229,22.1,,0.1,0,0.1,3
RICHMOND,-33.61644,150.74735,21,229,,,,,,
ROUSE HILL,-33.68276,150.90371,73,229,,0.2,0,0,0.2,2.7
ROZELLE,-33.86435,151.16393,22,229,24.1,0.2,0,0,0.4,2.7
SINGLETON,-32.55748,151.17688,42,229,,,0.2,0.1,0.7,
ST MARYS,-33.79516,150.7668,29,229,,,,0,0.2,2.5
STOCKTON,-32.90197,151.78427,5,229,,,0.1,0,0.3,
WALLSEND,-32.89439,151.67021,8,229,,,0.4,0,0.4,3.4
WOLLONGONG,-34.41706,150.88733,15,229,,0.2,0.1,0,0.5,2.4
WYONG,-33.27897,151.43241,3,229,,0.1,0.1,0,0.2,2.9
BARGO,-34.3063,150.5806,365,230,,,0,0,-0.1,2.8
BERESFIELD,-32.79679,151.66102,14,230,,,0,0.2,0.4,2.8
BRADFIELD HIGHWAY,-33.84343,151.21142,36,230,,0.1,0,0.8,0.9,2.3
BRINGELLY,-33.91765,150.76193,53,230,11.5,,0.1,,,2.9
CAMDEN,-34.0417,150.69014,73,230,,0.1,,0,0.1,2.8
CAMPBELLTOWN WEST,-34.06667,150.79554,112,230,,0.1,0,0,0.2,2.7
CARRINGTON,-32.90972,151.7633,5,230,,,0,0.1,0.6,
CHULLORA,-33.89157,151.04606,32,230,,0.1,0,0,0.1,2.9
COFFS HARBOUR,-30.29831,153.11808,21,230,,,,,,
COOK AND PHILLIP,-33.87247,151.21334,26,230,,0.2,0,0.3,0.8,2
EARLWOOD,-33.91618,151.13579,7,230,,,,0,0.4,2.8
GOULBURN,-34.73451,149.72421,702,230,,,,-0.1,0.1,2.7
GUNNEDAH,-30.98188,150.26067,272,230,,,,0.1,0.1,3.3
KEMBLA GRANGE,-34.47442,150.81916,5,230,,,,0,-0.1,2.9
LIDCOMBE,-33.88141,151.04678,39,230,,0.2,0,0,0.2,2.9
LIVERPOOL,-33.9313,150.9073,22,230,18.6,0.1,0,0,0.3,2.8
MACQUARIE PARK,-33.76528,151.11777,49,230,,0.2,0,0,0.2,2.8
MAYFIELD,-32.88506,151.72835,5,230,,,0,0.1,0.3,
MERRIWA,-32.12578,150.4593,406,230,,0,0,0,0.2,2.9
MUSWELLBROOK,-32.27159,150.88593,145,230,,,0.1,0.1,0.5,
NEWCASTLE,-32.93118,151.75963,5,230,,0.2,0.1,0,0.2,3
OAKDALE,-34.05171,150.49819,457,230,,,,0,0,3
PENRITH,-33.7269,150.7038,27,230,,0.1,0,0,-0.1,2.8
PORT MACQUARIE,-31.44776,152.87653,73,230,,0,0,0.1,0.4,2.2
RANDWICK,-33.93178,151.2428,28,230,13.7,,0,0,0.2,3
RICHMOND,-33.61644,150.74735,21,230,,,0,,,2.9
ROUSE HILL,-33.68276,150.90371,73,230,,0.1,0,0,0,2.9
ROZELLE,-33.86435,151.16393,22,230,13.9,0.1,0,0,0.1,3.1
SINGLETON,-32.55748,151.17688,42,230,,,0.1,0,0.2,
ST MARYS,-33.79516,150.7668,29,230,,,,0,0,2.8
STOCKTON,-32.90197,151.78427,5,230,,,0.1,0.5,1.3,
WALLSEND,-32.89439,151.67021,8,230,,,0.1,0,0.3,3
WOLLONGONG,-34.41706,150.88733,15,230,,0.1,0,0,0.3,2.4
WYONG,-33.27897,151.43241,3,230,,0.1,0,0,0.2,2.4
BARGO,-34.3063,150.5806,365,231,,,0,0.4,0.3,2.2
BERESFIELD,-32.79679,151.66102,14,231,,,0.1,1.2,0.7,2.1
BRADFIELD HIGHWAY,-33.84343,151.21142,36,231,,0.1,0,3.1,2,1.6
BRINGELLY,-33.91765,150.76193,53,231,14.2,,0.1,0.1,0,2.3
CAMDEN,-34.0417,150.69014,73,231,,0.1,,0,0.2,2.5
CAMPBELLTOWN WEST,-34.06667,150.79554,112,231,,0.1,0,1.2,0.9,2
CARRINGTON,-32.90972,151.7633,5,231,,,0.1,0.9,0.9,
CHULLORA,-33.89157,151.04606,32,231,,0.1,0,0.4,0.8,2.1
COFFS HARBOUR,-30.29831,153.11808,21,231,,,,,,
COOK AND PHILLIP,-33.87247,151.21334,26,231,,0.2,0,0.6,1.4,1.6
EARLWOOD,-33.91618,151.13579,7,231,,,,0.3,0.8,2
GOULBURN,-34.73451,149.72421,702,231,,,,-0.1,0.1,2.6
GUNNEDAH,-30.98188,150.26067,272,231,,,,,,
KEMBLA GRANGE,-34.47442,150.81916,5,231,,,,0.2,0.2,2.1
LIDCOMBE,-33.88141,151.04678,39,231,,0.1,0,0.1,0.6,2.3
LIVERPOOL,-33.9313,150.9073,22,231,18.5,0,0,0.7,0.8,2
MACQUARIE PARK,-33.76528,151.11777,49,231,,0.2,0,0,0.3,2.4
MAYFIELD,-32.88506,151.72835,5,231,,,0,0.9,1,
MERRIWA,-32.12578,150.4593,406,231,,,,,,
MUSWELLBROOK,-32.27159,150.88593,145,231,,,0.1,0.4,0.9,
NEWCASTLE,-32.93118,151.75963,5,231,,0.2,0,0.3,0.6,2.5
OAKDALE,-34.05171,150.49819,457,231,,,,0,0,2.8
PENRITH,-33.7269,150.7038,27,231,,0.1,0,0.1,0.1,2.5
PORT MACQUARIE,-31.44776,152.87653,73,231,,0.1,0,0.1,0.4,2.5
RANDWICK,-33.93178,151.2428,28,231,19.7,,0.1,0.1,0.6,2.5
RICHMOND,-33.61644,150.74735,21,231,,,0,0,0,2.4
ROUSE HILL,-33.68276,150.90371,73,231,,0.1,0,0,0.2,2.7
ROZELLE,-33.86435,151.16393,22,231,16.2,0.1,0,0,0.5,2.5
SINGLETON,-32.55748,151.17688,42,231,,,0.1,0.3,0.8,
ST MARYS,-33.79516,150.7668,29,231,,,,0.1,0.2,2.1
STOCKTON,-32.90197,151.78427,5,231,,,0.1,0.8,1.2,
WALLSEND,-32.89439,151.67021,8,231,,,0.1,0.3,0.6,2.3
WOLLONGONG,-34.41706,150.88733,15,231,,0.1,0,0.2,0.6,2.4
WYONG,-33.27897,151.43241,3,231,,0.1,0,0.1,0.3,2
BARGO,-34.3063,150.5806,365,232,,,0,0.4,0.2,1.8
BERESFIELD,-32.79679,151.66102,14,232,,,0,0.7,0.5,1.7
BRADFIELD HIGHWAY,-33.84343,151.21142,36,232,,0.3,0.1,5.4,2.2,0.8
BRINGELLY,-33.91765,150.76193,53,232,11.5,,0.1,,,2.2
CAMDEN,-34.0417,150.69014,73,232,,0.1,,-0.1,0.1,2.2
CAMPBELLTOWN WEST,-34.06667,150.79554,112,232,,0.1,0,0.3,0.4,1.9
CARRINGTON,-32.90972,151.7633,5,232,,,0.1,0.1,0.1,
CHULLORA,-33.89157,151.04606,32,232,,0,0,0.1,0.3,1.9
COFFS HARBOUR,-30.29831,153.11808,21,232,,,,,,
COOK AND PHILLIP,-33.87247,151.21334,26,232,,0.1,0,0.3,0.6,1.4
EARLWOOD,-33.91618,151.13579,7,232,,,,0,0.3,2
GOULBURN,-34.73451,149.72421,702,232,,,,0,0.1,2
GUNNEDAH,-30.98188,150.26067,272,232,,,,,,
KEMBLA GRANGE,-34.47442,150.81916,5,232,,,,0,0,1.9
LIDCOMBE,-33.88141,151.04678,39,232,,0.1,0,0.1,0.4,1.9
LIVERPOOL,-33.9313,150.9073,22,232,14.7,0,0,0.1,0.5,1.9
MACQUARIE PARK,-33.76528,151.11777,49,232,,0.2,0,0.1,0.3,2
MAYFIELD,-32.88506,151.72835,5,232,,,0,0.2,0.2,
MERRIWA,-32.12578,150.4593,406,232,,0,0.2,0,0.4,2
MUSWELLBROOK,-32.27159,150.88593,145,232,,,0,0.1,0.2,
NEWCASTLE,-32.93118,151.75963,5,232,,0.1,0.1,0.1,0.1,2.2
OAKDALE,-34.05171,150.49819,457,232,,,,0,0,2.1
PENRITH,-33.7269,150.7038,27,232,,0.1,0.1,0.2,0.2,1.9
PORT MACQUARIE,-31.44776,152.87653,73,232,,,,,,
RANDWICK,-33.93178,151.2428,28,232,12.7,,0,0,0,2.1
RICHMOND,-33.61644,150.74735,21,232,,,0,0,0.1,2.1
ROUSE HILL,-33.68276,150.90371,73,232,,0.1,0,0.1,0.3,2
ROZELLE,-33.86435,151.16393,22,232,13.3,0.1,0,0.1,0.2,2
SINGLETON,-32.55748,151.17688,42,232,,,0,0.1,0.1,
ST MARYS,-33.79516,150.7668,29,232,,,,0,0,2
STOCKTON,-32.90197,151.78427,5,232,,,0.2,0,0.3,
WALLSEND,-32.89439,151.67021,8,232,,,0.1,0,0.1,2
WOLLONGONG,-34.41706,150.88733,15,232,,0.1,0,0.1,0.2,1.9
WYONG,-33.27897,151.43241,3,232,,0,0.1,0,0.1,2.1
BARGO,-34.3063,150.5806,365,233,,,0,0.8,0.6,2
BERESFIELD,-32.79679,151.66102,14,233,,,0.1,0.8,0.4,1.7
BRADFIELD HIGHWAY,-33.84343,151.21142,36,233,,0.2,0.1,5.3,2.5,0.8
BRINGELLY,-33.91765,150.76193,53,233,22.8,,0.1,0.1,0.3,2.4
CAMDEN,-34.0417,150.69014,73,233,,0.1,,0,0.5,2.4
CAMPBELLTOWN WEST,-34.06667,150.79554,112,233,,0.2,0.1,0.7,0.9,2.1
CARRINGTON,-32.90972,151.7633,5,233,,,0.1,1.2,0.8,
CHULLORA,-33.89157,151.04606,32,233,,0,0.1,0.6,1,2
COFFS HARBOUR,-30.29831,153.11808,21,233,,,,,,
COOK AND PHILLIP,-33.87247,151.21334,26,233,,0.2,0,0.8,1.1,1.5
EARLWOOD,-33.91618,151.13579,7,233,,,,0.4,0.8,2.2
GOULBURN,-34.73451,149.72421,702,233,,,,0,0.3,2.4
GUNNEDAH,-30.98188,150.26067,272,233,,,,0.1,0.5,2.4
KEMBLA GRANGE,-34.47442,150.81916,5,233,,,,0.1,0.3,2.5
LIDCOMBE,-33.88141,151.04678,39,233,,0.2,0,0.4,0.7,2.3
LIVERPOOL,-33.9313,150.9073,22,233,25.8,0,0.1,0.6,0.9,2.1
MACQUARIE PARK,-33.76528,151.11777,49,233,,0.2,0,0.1,0.3,2.1
MAYFIELD,-32.88506,151.72835,5,233,,,0.1,1.4,0.6,
MERRIWA,-32.12578,150.4593,406,233,,0,0.1,0.1,0.6,2.2
MUSWELLBROOK,-32.27159,150.88593,145,233,,,0.3,0.5,0.9,
NEWCASTLE,-32.93118,151.75963,5,233,,0.2,0.1,0.4,0.4,2.1
OAKDALE,-34.05171,150.49819,457,233,,,,,,
PENRITH,-33.7269,150.7038,27,233,,0.1,0.1,0.2,0.3,2.3
PORT MACQUARIE,-31.44776,152.87653,73,233,,0.1,0,0.2,0.4,1.7
RANDWICK,-33.93178,151.2428,28,233,21.4,,0,0.3,0.4,2.2
RICHMOND,-33.61644,150.74735,21,233,,,0.1,0.1,0.2,2.4
ROUSE HILL,-33.68276,150.90371,73,233,,0.1,0.1,0.1,0.4,2.3
ROZELLE,-33.86435,151.16393,22,233,21.1,0.1,0,0.3,0.7,2.1
SINGLETON,-32.55748,151.17688,42,233,,,0,0.2,0.2,
ST MARYS,-33.79516,150.7668,29,233,,,,0.1,0.3,2.3
STOCKTON,-32.90197,151.78427,5,233,,,0.1,1.3,0.6,
WALLSEND,-32.89439,151.67021,8,233,,,,0.4,0.3,1.9
WOLLONGONG,-34.41706,150.88733,15,233,,0.1,0,0.2,0.5,2.5
WYONG,-33.27897,151.43241,3,233,,0.1,0.1,0.1,0.2,2.1
BARGO,-34.3063,150.5806,365,234,,,0.1,1.1,0.6,1.8
BERESFIELD,-32.79679,151.66102,14,234,,,0.1,0.5,0.5,2
BRADFIELD HIGHWAY,-33.84343,151.21142,36,234,,0.2,0.2,5.2,2.4,0.8
BRINGELLY,-33.91765,150.76193,53,234,24.5,,0.1,0.2,0.2,2
CAMDEN,-34.0417,150.69014,73,234,,0.1,,0.1,0.4,2.2
CAMPBELLTOWN WEST,-34.06667,150.79554,112,234,,0.1,0.1,0.9,0.7,1.6
CARRINGTON,-32.90972,151.7633,5,234,,,0.2,0.7,0.7,
CHULLORA,-33.89157,151.04606,32,234,,0,0.1,1,0.7,1.7
COFFS HARBOUR,-30.29831,153.11808,21,234,,0.1,,0.1,0.2,2.3
COOK AND PHILLIP,-33.87247,151.21334,26,234,,0.2,0.2,1,1,1.4
EARLWOOD,-33.91618,151.13579,7,234,,,,0.5,0.8,1.7
GOULBURN,-34.73451,149.72421,702,234,,,,0,0.3,
GUNNEDAH,-30.98188,150.26067,272,234,,,,0.1,0.3,2.8
KEMBLA GRANGE,-34.47442,150.81916,5,234,,,,0.3,0.4,1.8
LIDCOMBE,-33.88141,151.04678,39,234,,0.2,0.1,0.5,0.9,1.8
LIVERPOOL,-33.9313,150.9073,22,234,31.4,0,0.1,1.3,1.1,1.6
MACQUARIE PARK,-33.76528,151.11777,49,234,,0.3,0.1,0.2,0.5,1.7
MAYFIELD,-32.88506,151.72835,5,234,,,0.1,0.6,0.6,
MERRIWA,-32.12578,150.4593,406,234,,0,0.1,0,0.4,2.6
MUSWELLBROOK,-32.27159,150.88593,145,234,,,0.5,0.9,0.9,
NEWCASTLE,-32.93118,151.75963,5,234,,0.2,0.2,0.3,0.4,2.1
OAKDALE,-34.05171,150.49819,457,234,,,,,,
PENRITH,-33.7269,150.7038,27,234,,,,,,
PORT MACQUARIE,-31.44776,152.87653,73,234,,0,0,0,0.3,1.8
RANDWICK,-33.93178,151.2428,28,234,24,,0.2,0.3,0.3,2
RICHMOND,-33.61644,150.74735,21,234,,,0.1,0.1,0.3,2.1
ROUSE HILL,-33.68276,150.90371,73,234,,0.2,0.1,0.2,0.6,1.9
ROZELLE,-33.86435,151.16393,22,234,25.3,0.2,0.1,0.4,0.7,1.9
SINGLETON,-32.55748,151.17688,42,234,,,0.4,0.4,0.4,
ST MARYS,-33.79516,150.7668,29,234,,,,0.1,0.3,1.9
STOCKTON,-32.90197,151.78427,5,234,,,0.1,0.5,0.5,
WALLSEND,-32.89439,151.67021,8,234,,,,0.2,0.4,2.1
WOLLONGONG,-34.41706,150.88733,15,234,,0.3,0.4,0.6,0.9,1.6
WYONG,-33.27897,151.43241,3,234,,0.1,0.1,0.1,0.3,1.9
BARGO,-34.3063,150.5806,365,235,,,0,0,0,1.9
BERESFIELD,-32.79679,151.66102,14,235,,,0,0.3,0.4,1.6
BRADFIELD HIGHWAY,-33.84343,151.21142,36,235,,0.3,0.1,7.6,2.5,0.6
BRINGELLY,-33.91765,150.76193,53,235,15.7,,0.1,0.1,-0.1,2.1
CAMDEN,-34.0417,150.69014,73,235,,0.1,,0,0.2,2.1
CAMPBELLTOWN WEST,-34.06667,150.79554,112,235,,0.1,0,0,0.1,2
CARRINGTON,-32.90972,151.7633,5,235,,,0,0.1,0.2,
CHULLORA,-33.89157,151.04606,32,235,,0,0,0.1,0.2,1.9
COFFS HARBOUR,-30.29831,153.11808,21,235,,,,,,2.1
COOK AND PHILLIP,-33.87247,151.21334,26,235,,0.1,0,0.3,0.4,1.6
EARLWOOD,-33.91618,151.13579,7,235,,,,0,0.3,1.9
GOULBURN,-34.73451,149.72421,702,235,,,,,,2
GUNNEDAH,-30.98188,150.26067,272,235,,,,0.1,0,2
KEMBLA GRANGE,-34.47442,150.81916,5,235,,,,0,0,2
LIDCOMBE,-33.88141,151.04678,39,235,,0.1,0,0.1,0.4,1.8
LIVERPOOL,-33.9313,150.9073,22,235,17.1,0,0,0.1,0.5,1.8
MACQUARIE PARK,-33.76528,151.11777,49,235,,0.2,0,0.1,0.2,1.9
MAYFIELD,-32.88506,151.72835,5,235,,,0,0.1,0.1,
MERRIWA,-32.12578,150.4593,406,235,,0,0.2,0,0.4,1.6
MUSWELLBROOK,-32.27159,150.88593,145,235,,,0.3,0.1,0.3,
NEWCASTLE,-32.93118,151.75963,5,235,,0.1,0,0,-0.1,2.1
OAKDALE,-34.05171,150.49819,457,235,,,,0,0,2.1
PENRITH,-33.7269,150.7038,27,235,,0.1,0.1,0.4,0.9,1.7
PORT MACQUARIE,-31.44776,152.87653,73,235,,-0.1,0,0.1,0.3,1.9
RANDWICK,-33.93178,151.2428,28,235,18,,0,0,-0.1,2.2
RICHMOND,-33.61644,150.74735,21,235,,,0,0,0.1,1.9
ROUSE HILL,-33.68276,150.90371,73,235,,0.1,0,0.1,0.3,1.9
ROZELLE,-33.86435,151.16393,22,235,17.8,0.1,0,0.1,0.3,1.8
SINGLETON,-32.55748,151.17688,42,235,,,0.1,0.1,0.1,
ST MARYS,-33.79516,150.7668,29,235,,,,0.1,0.1,1.9
STOCKTON,-32.90197,151.78427,5,235,,,0,0,0.1,
WALLSEND,-32.89439,151.67021,8,235,,,,0,0.1,2
WOLLONGONG,-34.41706,150.88733,15,235,,0.2,0.3,0.2,0.5,1.6
WYONG,-33.27897,151.43241,3,235,,0.1,0,0,-0.1,2.1
BARGO,-34.3063,150.5806,365,236,,,0,0,0,1.5
BERESFIELD,-32.79679,151.66102,14,236,,,0.2,0.1,0.1,1.8
BRADFIELD HIGHWAY,-33.84343,151.21142,36,236,,0.2,0,4.4,1.7,0.6
BRINGELLY,-33.91765,150.76193,53,236,11.7,,0.1,0.1,0,1.7
CAMDEN,-34.0417,150.69014,73,236,,0.1,,-0.1,0.2,1.8
CAMPBELLTOWN WEST,-34.06667,150.79554,112,236,,0.1,0,0.1,0.3,1.5
CARRINGTON,-32.90972,151.7633,5,236,,,0.1,0.3,0.4,
CHULLORA,-33.89157,151.04606,32,236,,0,0,0.1,0.4,1.6
COFFS HARBOUR,-30.29831,153.11808,21,236,,,,,,
COOK AND PHILLIP,-33.87247,151.21334,26,236,,0.2,0,0.3,0.4,1.5
EARLWOOD,-33.91618,151.13579,7,236,,,,0.1,0.4,1.6
GOULBURN,-34.73451,149.72421,702,236,,,,0.1,0.1,1.8
GUNNEDAH,-30.98188,150.26067,272,236,,,,0.1,0,1.8
KEMBLA GRANGE,-34.47442,150.81916,5,236,,,,0,0.1,1.6
LIDCOMBE,-33.88141,151.04678,39,236,,0.1,0,0.2,0.5,1.5
LIVERPOOL,-33.9313,150.9073,22,236,13.5,0,0,0.1,0.5,1.4
MACQUARIE PARK,-33.76528,151.11777,49,236,,0.2,0,0,0,1.6
MAYFIELD,-32.88506,151.72835,5,236,,,0,0.1,0.1,
MERRIWA,-32.12578,150.4593,406,236,,0,0.4,0.1,0.5,1.5
MUSWELLBROOK,-32.27159,150.88593,145,236,,,0.1,0.2,0.4,
NEWCASTLE,-32.93118,151.75963,5,236,,0.2,0,0,-0.1,2
OAKDALE,-34.05171,150.49819,457,236,,,,0,0.1,1.8
PENRITH,-33.7269,150.7038,27,236,,0.1,0.1,0.2,0.4,1.6
PORT MACQUARIE,-31.44776,152.87653,73,236,,-0.1,0,0.1,0.2,1.8
RANDWICK,-33.93178,151.2428,28,236,12.5,,0,0,-0.1,2
RICHMOND,-33.61644,150.74735,21,236,,,0,0,0.1,1.7
ROUSE HILL,-33.68276,150.90371,73,236,,0.1,0,0,0.3,1.7
ROZELLE,-33.86435,151.16393,22,236,12.2,0.1,0,0.1,0.4,1.6
SINGLETON,-32.55748,151.17688,42,236,,,0.1,0.1,0.1,
ST MARYS,-33.79516,150.7668,29,236,,,,0,0.2,1.6
STOCKTON,-32.90197,151.78427,5,236,,,0,0,0,
WALLSEND,-32.89439,151.67021,8,236,,,0,0,0,1.9
WOLLONGONG,-34.41706,150.88733,15,236,,0.1,0,0,0.3,1.6
WYONG,-33.27897,151.43241,3,236,,0.1,0,0,0,2
BARGO,-34.3063,150.5806,365,237,,,0,0,0,1.4
BERESFIELD,-32.79679,151.66102,14,237,,,0.1,0.2,0.3,1.5
BRADFIELD HIGHWAY,-33.84343,151.21142,36,237,,0.1,0,2.2,1.2,0.8
BRINGELLY,-33.91765,150.76193,53,237,9.6,,0.1,0,0,1.5
CAMDEN,-34.0417,150.69014,73,237,,0.1,,-0.1,0.2,1.6
CAMPBELLTOWN WEST,-34.06667,150.79554,112,237,,0.1,0,0.1,0.2,1.4
CARRINGTON,-32.90972,151.7633,5,237,,,0,0.3,0.3,
CHULLORA,-33.89157,151.04606,32,237,,0.1,0,0.2,0.3,1.1
COFFS HARBOUR,-30.29831,153.11808,21,237,,,,,,
COOK AND PHILLIP,-33.87247,151.21334,26,237,,0.2,0,0.5,0.5,1.2
EARLWOOD,-33.91618,151.13579,7,237,,,,0.2,0.4,1.1
GOULBURN,-34.73451,149.72421,702,237,,,,0,0.2,1.8
GUNNEDAH,-30.98188,150.26067,272,237,,,,0,0,1.7
KEMBLA GRANGE,-34.47442,150.81916,5,237,,,,0.1,0.2,1.1
LIDCOMBE,-33.88141,151.04678,39,237,,0.2,0,0.2,0.3,1.2
LIVERPOOL,-33.9313,150.9073,22,237,9.4,0,0,0.1,0.4,1.2
MACQUARIE PARK,-33.76528,151.11777,49,237,,0.2,0,0.1,0,1.2
MAYFIELD,-32.88506,151.72835,5,237,,,0,0.1,0.2,
MERRIWA,-32.12578,150.4593,406,237,,0,0.3,0.1,0.5,1.4
MUSWELLBROOK,-32.27159,150.88593,145,237,,,0.2,0.1,0.4,
NEWCASTLE,-32.93118,151.75963,5,237,,0.2,0,0,-0.1,1.8
OAKDALE,-34.05171,150.49819,457,237,,,,0,0.1,1.8
PENRITH,-33.7269,150.7038,27,237,,0.1,0,0.1,0.1,1.4
PORT MACQUARIE,-31.44776,152.87653,73,237,,-0.1,0,0.1,0.1,1.7
RANDWICK,-33.93178,151.2428,28,237,11.8,,0.1,0,-0.1,1.9
RICHMOND,-33.61644,150.74735,21,237,,,0,0,0,1.4
ROUSE HILL,-33.68276,150.90371,73,237,,0.2,0,0.1,0.2,1.3
ROZELLE,-33.86435,151.16393,22,237,9.3,0.1,0,0.1,0.3,1.3
SINGLETON,-32.55748,151.17688,42,237,,,0.1,0,0.1,
ST MARYS,-33.79516,150.7668,29,237,,,,0.1,0.2,1.3
STOCKTON,-32.90197,151.78427,5,237,,,0,0,0,
WALLSEND,-32.89439,151.67021,8,237,,,0,0,0.1,1.7
WOLLONGONG,-34.41706,150.88733,15,237,,0.1,0.1,0,0.2,1.2
WYONG,-33.27897,151.43241,3,237,,0.1,0,0,0.1,1.5
BARGO,-34.3063,150.5806,365,238,,,0,0.1,0.2,1.2
BERESFIELD,-32.79679,151.66102,14,238,,,0.1,0.2,0.1,1.3
BRADFIELD HIGHWAY,-33.84343,151.21142,36,238,,0.2,0.1,5.2,1.8,0.5
BRINGELLY,-33.91765,150.76193,53,238,18.5,,0.1,0.1,0.2,1.3
CAMDEN,-34.0417,150.69014,73,238,,0.1,,0.1,0.4,1.4
CAMPBELLTOWN WEST,-34.06667,150.79554,112,238,,0.2,0,0.1,0.4,1.3
CARRINGTON,-32.90972,151.7633,5,238,,,0,0.2,0.2,
CHULLORA,-33.89157,151.04606,32,238,,0,0,0.4,0.7,1
COFFS HARBOUR,-30.29831,153.11808,21,238,,,,,,
COOK AND PHILLIP,-33.87247,151.21334,26,238,,0.2,0,0.6,0.7,1
EARLWOOD,-33.91618,151.13579,7,238,,,,0.1,0.5,1.2
GOULBURN,-34.73451,149.72421,702,238,,,,0.2,0.3,1.6
GUNNEDAH,-30.98188,150.26067,272,238,,,,0.1,0,1.7
KEMBLA GRANGE,-34.47442,150.81916,5,238,,,,0.1,0.2,1.1
LIDCOMBE,-33.88141,151.04678,39,238,,0.2,0,0.5,0.8,1.1
LIVERPOOL,-33.9313,150.9073,22,238,14.3,0,0,0.3,0.8,1
MACQUARIE PARK,-33.76528,151.11777,49,238,,0.3,0,0.2,0.2,1.1
MAYFIELD,-32.88506,151.72835,5,238,,,0.1,0.4,0.4,
MERRIWA,-32.12578,150.4593,406,238,,0,0.4,0.1,0.6,1.1
MUSWELLBROOK,-32.27159,150.88593,145,238,,,0.2,0.1,0.3,
NEWCASTLE,-32.93118,151.75963,5,238,,0.2,0,0.1,0,1.7
OAKDALE,-34.05171,150.49819,457,238,,,,0,0.1,1.6
PENRITH,-33.7269,150.7038,27,238,,0.1,0.1,0.5,0.5,0.9
PORT MACQUARIE,-31.44776,152.87653,73,238,,0,0,0.3,0.4,1.4
RANDWICK,-33.93178,151.2428,28,238,20.9,,0.1,0,-0.1,1.9
RICHMOND,-33.61644,150.74735,21,238,,,0,0.1,0.2,1.1
ROUSE HILL,-33.68276,150.90371,73,238,,0.2,0,0.3,0.4,1.2
ROZELLE,-33.86435,151.16393,22,238,17.4,0.2,0,0.2,0.5,1.3
SINGLETON,-32.55748,151.17688,42,238,,,0,0,0,
ST MARYS,-33.79516,150.7668,29,238,,,,0.2,0.4,1
STOCKTON,-32.90197,151.78427,5,238,,,0,0,0,
WALLSEND,-32.89439,151.67021,8,238,,,0,0,0.3,1.4
WOLLONGONG,-34.41706,150.88733,15,238,,0.1,0,0.2,0.5,1.3
WYONG,-33.27897,151.43241,3,238,,0.1,0,0.1,0.1,1.5
BARGO,-34.3063,150.5806,365,239,,,0,0.1,0.1,1.1
BERESFIELD,-32.79679,151.66102,14,239,,,0.2,0.1,0.1,1.3
BRADFIELD HIGHWAY,-33.84343,151.21142,36,239,,0.2,0.1,5.4,1.6,0.5
