Site,Lat.South,Long.East,Alt.AHD,Date,PM10.24h.mcrg.m3,CO.24h.ppm,SO2.24h.pphm,NO.24h.pphm,NO2.24h.pphm,OZONE.24h.pphm.1
CHULLORA,-33.89157,151.04606,32,11,,0,0,0.6,0.6,1.6
COFFS HARBOUR,-30.29831,153.11808,21,11,,0.1,,0.1,0.2,2.2
COOK AND PHILLIP,-33.87247,151.21334,26,11,,0,0,0.5,1.1,1.4
EARLWOOD,-33.91618,151.13579,7,11,,,,0.1,0.5,1.9
GOULBURN,-34.73451,149.72421,702,11,,,,0,0,2.6
GUNNEDAH,-30.98188,150.26067,272,11,,,,0.1,0.3,2
KEMBLA GRANGE,-34.47442,150.81916,5,11,,,,0,0.1,2.3
LIDCOMBE,-33.88141,151.04678,39,11,,,0,0.1,0.5,1.8
LIVERPOOL,-33.9313,150.9073,22,11,5.8,0.1,0,0.2,0.5,1.9
MACQUARIE PARK,-33.76528,151.11777,49,11,,0.1,0,0,0.1,2.2
MAYFIELD,-32.88506,151.72835,5,11,,,0.2,0.1,0.6,
MERRIWA,-32.12578,150.4593,406,11,,,,,,
MUSWELLBROOK,-32.27159,150.88593,145,11,,,,,,
NEWCASTLE,-32.93118,151.75963,5,11,,0.1,0,0.1,0.1,2
OAKDALE,-34.05171,150.49819,457,11,,,,0,0,2.6
PENRITH,-33.7269,150.7038,27,11,,,,,,
PORT MACQUARIE,-31.44776,152.87653,73,11,,0.1,0,0.2,0.3,2.4
RANDWICK,-33.93178,151.2428,28,11,5.6,,0,0.1,0.3,2.2
RICHMOND,-33.61644,150.74735,21,11,,,0,0,-0.1,2.5
ROUSE HILL,-33.68276,150.90371,73,11,,0.1,0,0,0.2,2.2
ROZELLE,-33.86435,151.16393,22,11,5.4,0.1,0,0,0.3,2.2
SINGLETON,-32.55748,151.17688,42,11,,,0.3,0,0.3,
ST MARYS,-33.79516,150.7668,29,11,,,,0.1,0.1,2.2
STOCKTON,-32.90197,151.78427,5,11,,,0.2,0.7,1.4,
WALLSEND,-32.89439,151.67021,8,11,,,0.1,0.1,0.2,2.1
WOLLONGONG,-34.41706,150.88733,15,11,,0.1,0,0.2,0.5,1.9
WYONG,-33.27897,151.43241,3,11,,0.1,0,0,0.2,2
BARGO,-34.3063,150.5806,365,12,,,0,0,0,2.7
BERESFIELD,-32.79679,151.66102,14,12,,,0.1,0,0.2,2.1
BRADFIELD HIGHWAY,-33.84343,151.21142,36,12,,0.1,0,0.9,0.7,2.1
BRINGELLY,-33.91765,150.76193,53,12,7.3,,0,0,-0.1,2.6
CAMDEN,-34.0417,150.69014,73,12,,0,,0,0,2.7
CAMPBELLTOWN WEST,-34.06667,150.79554,112,12,,0.1,0,0,0.1,2.6
CARRINGTON,-32.90972,151.7633,5,12,,,0.1,0.1,0.3,
CHULLORA,-33.89157,151.04606,32,12,,0,0,0,0.2,2.4
COFFS HARBOUR,-30.29831,153.11808,21,12,,0.1,,0,0.2,
COOK AND PHILLIP,-33.87247,151.21334,26,12,,0,0,0.2,0.7,1.9
EARLWOOD,-33.91618,151.13579,7,12,,,,0,0.3,2.4
GOULBURN,-34.73451,149.72421,702,12,,,,0,0,2.8
GUNNEDAH,-30.98188,150.26067,272,12,,,,0,0.1,2
KEMBLA GRANGE,-34.47442,150.81916,5,12,,,,0,0,2.7
LIDCOMBE,-33.88141,151.04678,39,12,,,0,0,0.3,2.4
LIVERPOOL,-33.9313,150.9073,22,12,9,0,0,0,0.2,2.5
MACQUARIE PARK,-33.76528,151.11777,49,12,,0.1,0,0,0.1,2.5
MAYFIELD,-32.88506,151.72835,5,12,,,0,0.1,0.3,
MERRIWA,-32.12578,150.4593,406,12,,,,,,
MUSWELLBROOK,-32.27159,150.88593,145,12,,,,,,
NEWCASTLE,-32.93118,151.75963,5,12,,0,0,0,0,2.2
OAKDALE,-34.05171,150.49819,457,12,,,,0,0,2.9
PENRITH,-33.7269,150.7038,27,12,,,,,,
PORT MACQUARIE,-31.44776,152.87653,73,12,,0.1,0,0.1,0.2,2.5
RANDWICK,-33.93178,151.2428,28,12,8.9,,0,0.1,0.2,2.5
RICHMOND,-33.61644,150.74735,21,12,,,0,0,-0.1,2.7
ROUSE HILL,-33.68276,150.90371,73,12,,0.1,0,0,0.1,2.6
ROZELLE,-33.86435,151.16393,22,12,8.2,0.1,0,0,0.2,2.6
SINGLETON,-32.55748,151.17688,42,12,,,0.2,0,0.3,
ST MARYS,-33.79516,150.7668,29,12,,,,0,0.1,2.5
STOCKTON,-32.90197,151.78427,5,12,,,0.1,0.2,0.7,
WALLSEND,-32.89439,151.67021,8,12,,,0.1,0,0.1,2.2
WOLLONGONG,-34.41706,150.88733,15,12,,0,0,0,0.1,2.6
WYONG,-33.27897,151.43241,3,12,,0.1,0,0,0.1,2.5
BARGO,-34.3063,150.5806,365,13,,,0,0,0.3,2.1
BERESFIELD,-32.79679,151.66102,14,13,,,0.1,0.9,0.9,1.6
BRADFIELD HIGHWAY,-33.84343,151.21142,36,13,,0.1,0,2.2,1.5,1.5
BRINGELLY,-33.91765,150.76193,53,13,10.7,,0,0,0.1,2
CAMDEN,-34.0417,150.69014,73,13,,0,,0,0.2,2.2
CAMPBELLTOWN WEST,-34.06667,150.79554,112,13,,0.2,0,0.4,0.6,2
CARRINGTON,-32.90972,151.7633,5,13,,,0,0.3,0.8,
CHULLORA,-33.89157,151.04606,32,13,,0.1,0,0.4,0.7,1.9
COFFS HARBOUR,-30.29831,153.11808,21,13,,0.1,,0.1,0.2,
COOK AND PHILLIP,-33.87247,151.21334,26,13,,0,0,0.3,0.9,1.7
EARLWOOD,-33.91618,151.13579,7,13,,,,0.6,0.6,1.9
GOULBURN,-34.73451,149.72421,702,13,,,,0,0.3,2.2
GUNNEDAH,-30.98188,150.26067,272,13,,,,0.1,0.2,2.1
KEMBLA GRANGE,-34.47442,150.81916,5,13,,,,0,0.2,2.2
LIDCOMBE,-33.88141,151.04678,39,13,,,0,0.2,0.7,1.9
LIVERPOOL,-33.9313,150.9073,22,13,14.6,0.2,0,1,0.8,1.8
MACQUARIE PARK,-33.76528,151.11777,49,13,,0.2,0,0,0.3,1.8
MAYFIELD,-32.88506,151.72835,5,13,,,0,0.6,0.9,
MERRIWA,-32.12578,150.4593,406,13,,,,,,
MUSWELLBROOK,-32.27159,150.88593,145,13,,,,,,
NEWCASTLE,-32.93118,151.75963,5,13,,0.2,0.1,0.2,0.5,2
OAKDALE,-34.05171,150.49819,457,13,,,,0,0,2.5
PENRITH,-33.7269,150.7038,27,13,,,,,,
PORT MACQUARIE,-31.44776,152.87653,73,13,,0.2,0,0.1,0.2,2.5
RANDWICK,-33.93178,151.2428,28,13,14.9,,0,0.1,0.5,2
RICHMOND,-33.61644,150.74735,21,13,,,0,0,0.3,1.8
ROUSE HILL,-33.68276,150.90371,73,13,,0.2,0,0,0.6,2
ROZELLE,-33.86435,151.16393,22,13,13.6,0.1,0,0.2,0.7,2
SINGLETON,-32.55748,151.17688,42,13,,,0.1,0.3,0.6,
ST MARYS,-33.79516,150.7668,29,13,,,,0,0.2,1.6
STOCKTON,-32.90197,151.78427,5,13,,,0,0.6,0.8,
WALLSEND,-32.89439,151.67021,8,13,,,0.1,0.1,0.7,1.8
WOLLONGONG,-34.41706,150.88733,15,13,,0.1,0,0,0.4,2.1
WYONG,-33.27897,151.43241,3,13,,0.1,0,,,2.2
BARGO,-34.3063,150.5806,365,14,,,0,0.2,0.8,1.5
BERESFIELD,-32.79679,151.66102,14,14,,,0.2,1.1,0.9,1
BRADFIELD HIGHWAY,-33.84343,151.21142,36,14,,0.1,0.1,3.8,2.1,0.8
BRINGELLY,-33.91765,150.76193,53,14,13.5,,0,0.2,0.3,1.2
CAMDEN,-34.0417,150.69014,73,14,,0.1,,0.3,0.4,1.3
CAMPBELLTOWN WEST,-34.06667,150.79554,112,14,,0.2,0,0.5,0.9,1.2
CARRINGTON,-32.90972,151.7633,5,14,,,0.1,1.7,1,
CHULLORA,-33.89157,151.04606,32,14,,0,0,0.8,1,1.3
COFFS HARBOUR,-30.29831,153.11808,21,14,,0.1,,0.1,0.3,
COOK AND PHILLIP,-33.87247,151.21334,26,14,,0,0,1,1.3,1
EARLWOOD,-33.91618,151.13579,7,14,,,,0.6,0.8,1.5
GOULBURN,-34.73451,149.72421,702,14,,,,0.6,0.7,1.1
GUNNEDAH,-30.98188,150.26067,272,14,,,,0.3,0.5,1.7
KEMBLA GRANGE,-34.47442,150.81916,5,14,,,,0.6,0.5,1.5
LIDCOMBE,-33.88141,151.04678,39,14,,,,,,
LIVERPOOL,-33.9313,150.9073,22,14,17.1,0.1,0,1.6,1.3,1
MACQUARIE PARK,-33.76528,151.11777,49,14,,0.2,0,0.3,0.7,0.8
MAYFIELD,-32.88506,151.72835,5,14,,,0.1,1.6,1.2,
MERRIWA,-32.12578,150.4593,406,14,,,,,,
MUSWELLBROOK,-32.27159,150.88593,145,14,,,,,,
NEWCASTLE,-32.93118,151.75963,5,14,,0.2,0,0.5,0.7,1.5
OAKDALE,-34.05171,150.49819,457,14,,,,0,0.1,2.3
PENRITH,-33.7269,150.7038,27,14,,,,,,
PORT MACQUARIE,-31.44776,152.87653,73,14,,0.1,0,0.1,0.3,2.2
RANDWICK,-33.93178,151.2428,28,14,15.7,,0.1,0.4,0.7,1.6
RICHMOND,-33.61644,150.74735,21,14,,,0,0.3,0.4,1.1
ROUSE HILL,-33.68276,150.90371,73,14,,0.2,0.1,0.4,0.8,1.2
ROZELLE,-33.86435,151.16393,22,14,14.3,0.1,0,0.4,0.9,1.5
SINGLETON,-32.55748,151.17688,42,14,,,0.7,1.8,0.9,
ST MARYS,-33.79516,150.7668,29,14,,,,0.3,0.4,1
STOCKTON,-32.90197,151.78427,5,14,,,0,1.6,1.3,
WALLSEND,-32.89439,151.67021,8,14,,,0.2,0.9,0.7,1.2
WOLLONGONG,-34.41706,150.88733,15,14,,0.1,0.1,0.3,0.8,1.6
WYONG,-33.27897,151.43241,3,14,,0.1,0.1,,,1.1
BARGO,-34.3063,150.5806,365,15,,,0,0.8,0.8,1.3
BERESFIELD,-32.79679,151.66102,14,15,,,0.2,0.7,1.1,0.7
BRADFIELD HIGHWAY,-33.84343,151.21142,36,15,,0.2,0.1,6,2.5,0.5
BRINGELLY,-33.91765,150.76193,53,15,13.3,,0,0.1,0.3,1.3
CAMDEN,-34.0417,150.69014,73,15,,0.1,,0,0.5,1.2
CAMPBELLTOWN WEST,-34.06667,150.79554,112,15,,0.2,0.1,1.7,1.3,1
CARRINGTON,-32.90972,151.7633,5,15,,,,,,
CHULLORA,-33.89157,151.04606,32,15,,0.1,0,1.4,1.1,1.1
COFFS HARBOUR,-30.29831,153.11808,21,15,,0.1,,0.1,0.4,
COOK AND PHILLIP,-33.87247,151.21334,26,15,,0.1,0,2,1.6,0.8
EARLWOOD,-33.91618,151.13579,7,15,,,,1.6,1,1.2
GOULBURN,-34.73451,149.72421,702,15,,,,1.4,0.8,0.9
GUNNEDAH,-30.98188,150.26067,272,15,,,,0.2,0.4,2
KEMBLA GRANGE,-34.47442,150.81916,5,15,,,,0.4,0.4,1.5
LIDCOMBE,-33.88141,151.04678,39,15,,0.3,0,0.9,1.3,1.1
LIVERPOOL,-33.9313,150.9073,22,15,16.9,0.1,0.1,1.6,1.3,1
MACQUARIE PARK,-33.76528,151.11777,49,15,,0.3,0,0.4,0.7,1
MAYFIELD,-32.88506,151.72835,5,15,,,0.1,0.7,1.2,
MERRIWA,-32.12578,150.4593,406,15,,,,,,
MUSWELLBROOK,-32.27159,150.88593,145,15,,,,,,
NEWCASTLE,-32.93118,151.75963,5,15,,0.2,0.1,0.2,0.6,1.5
OAKDALE,-34.05171,150.49819,457,15,,,,0,0.2,2.3
PENRITH,-33.7269,150.7038,27,15,,,,,,
PORT MACQUARIE,-31.44776,152.87653,73,15,,0.1,0,0.1,0.3,2
RANDWICK,-33.93178,151.2428,28,15,14.2,,0.1,0.8,0.7,1.5
RICHMOND,-33.61644,150.74735,21,15,,,0,0.2,0.5,1.1
ROUSE HILL,-33.68276,150.90371,73,15,,0.2,0,0.4,1,1.1
ROZELLE,-33.86435,151.16393,22,15,13.9,0.2,0,0.9,1.1,1.2
SINGLETON,-32.55748,151.17688,42,15,,,0,0.6,0.7,
ST MARYS,-33.79516,150.7668,29,15,,,,0.2,0.6,1
STOCKTON,-32.90197,151.78427,5,15,,,0.1,0.2,0.9,
WALLSEND,-32.89439,151.67021,8,15,,,0.3,0.2,0.8,1.2
WOLLONGONG,-34.41706,150.88733,15,15,,0.1,0,0.6,0.8,1.6
WYONG,-33.27897,151.43241,3,15,,0.1,0,0,0.4,1.5
BARGO,-34.3063,150.5806,365,16,,,0.1,2.4,1.2,1
BERESFIELD,-32.79679,151.66102,14,16,,,0.1,1.6,0.9,0.6
BRADFIELD HIGHWAY,-33.84343,151.21142,36,16,,0.3,0.2,6.2,2.7,0.3
BRINGELLY,-33.91765,150.76193,53,16,17.2,,0,0.6,0.5,0.9
CAMDEN,-34.0417,150.69014,73,16,,0.2,,0.4,0.6,1
CAMPBELLTOWN WEST,-34.06667,150.79554,112,16,,0.3,0.1,2.6,1.7,0.7
CARRINGTON,-32.90972,151.7633,5,16,,,0.4,1.7,1.3,
CHULLORA,-33.89157,151.04606,32,16,,0.2,0.1,5.2,1.8,0.4
COFFS HARBOUR,-30.29831,153.11808,21,16,,0.2,,0.1,0.4,
COOK AND PHILLIP,-33.87247,151.21334,26,16,,0.2,0.1,2.1,2,0.4
EARLWOOD,-33.91618,151.13579,7,16,,,,3.8,1.6,0.5
GOULBURN,-34.73451,149.72421,702,16,,,,0.7,0.6,1.1
GUNNEDAH,-30.98188,150.26067,272,16,,,,0.3,0.6,1.6
KEMBLA GRANGE,-34.47442,150.81916,5,16,,,,0.5,0.7,1.4
LIDCOMBE,-33.88141,151.04678,39,16,,0.4,0.1,2.6,1.6,0.8
LIVERPOOL,-33.9313,150.9073,22,16,24.8,0.4,0.1,5.3,1.7,0.7
MACQUARIE PARK,-33.76528,151.11777,49,16,,0.3,0,0.7,0.5,0.9
MAYFIELD,-32.88506,151.72835,5,16,,,0.2,1.4,1.3,
MERRIWA,-32.12578,150.4593,406,16,,,,,,
MUSWELLBROOK,-32.27159,150.88593,145,16,,,,,,
NEWCASTLE,-32.93118,151.75963,5,16,,0.2,0.2,1.3,1.1,0.6
OAKDALE,-34.05171,150.49819,457,16,,,,0,0.1,2.1
PENRITH,-33.7269,150.7038,27,16,,,,,,
PORT MACQUARIE,-31.44776,152.87653,73,16,,0.2,0,0.1,0.5,1.4
RANDWICK,-33.93178,151.2428,28,16,17.4,,0.1,1.1,1.3,0.9
RICHMOND,-33.61644,150.74735,21,16,,,0,0.5,0.4,0.9
ROUSE HILL,-33.68276,150.90371,73,16,,0.2,0,0.3,0.4,1.4
ROZELLE,-33.86435,151.16393,22,16,11.2,0.2,0.1,1.5,1.6,0.8
SINGLETON,-32.55748,151.17688,42,16,,,0.8,3.1,1.1,
ST MARYS,-33.79516,150.7668,29,16,,,,0.6,0.4,0.8
STOCKTON,-32.90197,151.78427,5,16,,,0.2,1.1,1.5,
WALLSEND,-32.89439,151.67021,8,16,,,0.1,1.3,1,0.6
WOLLONGONG,-34.41706,150.88733,15,16,,0.1,0,0.7,1.1,1.2
WYONG,-33.27897,151.43241,3,16,,0.1,0.1,0.4,0.4,1
BARGO,-34.3063,150.5806,365,17,,,0.1,5.1,1.6,0.6
BERESFIELD,-32.79679,151.66102,14,17,,,0.2,3,0.5,0.4
BRADFIELD HIGHWAY,-33.84343,151.21142,36,17,,0.3,0.2,6.6,2.5,0.4
BRINGELLY,-33.91765,150.76193,53,17,22.2,,0,0.9,0.6,0.7
CAMDEN,-34.0417,150.69014,73,17,,0.2,,0.7,0.8,0.7
CAMPBELLTOWN WEST,-34.06667,150.79554,112,17,,0.3,0.1,2.4,1.3,0.6
CARRINGTON,-32.90972,151.7633,5,17,,,0.2,3.6,1.7,
CHULLORA,-33.89157,151.04606,32,17,,0.1,0.1,2.3,1.6,0.7
COFFS HARBOUR,-30.29831,153.11808,21,17,,0.1,,0.1,0.3,
COOK AND PHILLIP,-33.87247,151.21334,26,17,,0.2,0.1,2.7,2.1,0.3
EARLWOOD,-33.91618,151.13579,7,17,,,,2.1,1.5,0.6
GOULBURN,-34.73451,149.72421,702,17,,,,0.5,0.3,1.4
GUNNEDAH,-30.98188,150.26067,272,17,,,,0.5,0.7,1.3
KEMBLA GRANGE,-34.47442,150.81916,5,17,,,,0.8,0.9,1.4
LIDCOMBE,-33.88141,151.04678,39,17,,0.3,0.1,1.2,1.5,0.7
LIVERPOOL,-33.9313,150.9073,22,17,23.7,0.2,0.1,3.4,1.5,0.6
MACQUARIE PARK,-33.76528,151.11777,49,17,,0.3,0,0.7,0.6,0.7
MAYFIELD,-32.88506,151.72835,5,17,,,0,2.5,1.7,
MERRIWA,-32.12578,150.4593,406,17,,,,,,
MUSWELLBROOK,-32.27159,150.88593,145,17,,,,,,
NEWCASTLE,-32.93118,151.75963,5,17,,0.3,0.2,3,1.4,0.3
OAKDALE,-34.05171,150.49819,457,17,,,,0,0,2.3
PENRITH,-33.7269,150.7038,27,17,,,,,,
PORT MACQUARIE,-31.44776,152.87653,73,17,,0.2,0,0.2,0.5,0.8
RANDWICK,-33.93178,151.2428,28,17,13.7,,0.1,1.3,1.3,0.7
RICHMOND,-33.61644,150.74735,21,17,,,0,0.4,0.4,0.9
ROUSE HILL,-33.68276,150.90371,73,17,,0.2,0,0.2,0.4,1.4
ROZELLE,-33.86435,151.16393,22,17,13.3,0.2,0.1,1.2,1.2,0.8
SINGLETON,-32.55748,151.17688,42,17,,,0.2,2,0.8,
ST MARYS,-33.79516,150.7668,29,17,,,,1.3,0.8,0.5
STOCKTON,-32.90197,151.78427,5,17,,,0.3,2.3,1.4,
WALLSEND,-32.89439,151.67021,8,17,,,0.3,2.6,1.1,0.4
WOLLONGONG,-34.41706,150.88733,15,17,,0.2,0,1.2,1.3,1.2
WYONG,-33.27897,151.43241,3,17,,0.1,0,0.8,0.5,0.7
BARGO,-34.3063,150.5806,365,18,,,0.1,2.6,1.1,1
BERESFIELD,-32.79679,151.66102,14,18,,,0.1,3.3,0.5,0.7
BRADFIELD HIGHWAY,-33.84343,151.21142,36,18,,0.2,0.2,5.2,2.4,0.7
BRINGELLY,-33.91765,150.76193,53,18,27.5,,0,0.4,0.5,1
CAMDEN,-34.0417,150.69014,73,18,,0.1,,0.5,0.5,1.2
CAMPBELLTOWN WEST,-34.06667,150.79554,112,18,,0.3,0.1,3.5,1.6,0.9
CARRINGTON,-32.90972,151.7633,5,18,,,0.1,2.5,1.7,
CHULLORA,-33.89157,151.04606,32,18,,0,0,1.4,1.5,1.1
COFFS HARBOUR,-30.29831,153.11808,21,18,,0.2,,0.1,0.3,
COOK AND PHILLIP,-33.87247,151.21334,26,18,,0.1,0,1.3,1.8,0.9
EARLWOOD,-33.91618,151.13579,7,18,,,,,,1.1
GOULBURN,-34.73451,149.72421,702,18,,,,0.1,0.3,2.1
GUNNEDAH,-30.98188,150.26067,272,18,,,,0.4,0.7,1.4
KEMBLA GRANGE,-34.47442,150.81916,5,18,,,,0.1,0.7,1.8
LIDCOMBE,-33.88141,151.04678,39,18,,0.2,0,0.1,1.1,1.4
LIVERPOOL,-33.9313,150.9073,22,18,24.2,0.2,0.1,2.6,1.5,1.1
MACQUARIE PARK,-33.76528,151.11777,49,18,,0.2,0,0,0.4,1.8
MAYFIELD,-32.88506,151.72835,5,18,,,0.1,2.3,1.5,
MERRIWA,-32.12578,150.4593,406,18,,,,,,
MUSWELLBROOK,-32.27159,150.88593,145,18,,,0,1.8,0.9,
NEWCASTLE,-32.93118,151.75963,5,18,,0.3,0.1,2,1.3,0.7
OAKDALE,-34.05171,150.49819,457,18,,,,0,0,2.6
PENRITH,-33.7269,150.7038,27,18,,,,,,
PORT MACQUARIE,-31.44776,152.87653,73,18,,0.1,0,0.1,0.3,1.2
RANDWICK,-33.93178,151.2428,28,18,13.3,,0.1,0.1,0.5,1.9
RICHMOND,-33.61644,150.74735,21,18,,,0,0.2,0.3,1.3
ROUSE HILL,-33.68276,150.90371,73,18,,0.1,0,0,0.3,2
ROZELLE,-33.86435,151.16393,22,18,13.5,0.1,0,0.1,0.8,1.8
SINGLETON,-32.55748,151.17688,42,18,,,0.2,2.4,1,
ST MARYS,-33.79516,150.7668,29,18,,,,1.3,0.8,0.9
STOCKTON,-32.90197,151.78427,5,18,,,0.1,1.8,1.5,
WALLSEND,-32.89439,151.67021,8,18,,,0.1,1.8,1,0.8
WOLLONGONG,-34.41706,150.88733,15,18,,0.1,0,0.4,0.9,1.8
WYONG,-33.27897,151.43241,3,18,,0.1,0.1,0.6,0.6,1.1
BARGO,-34.3063,150.5806,365,19,,,0.1,0.5,0.4,1.5
BERESFIELD,-32.79679,151.66102,14,19,,,0.1,2.5,0.5,0.8
BRADFIELD HIGHWAY,-33.84343,151.21142,36,19,,0.2,0.1,2.7,1.7,1.1
BRINGELLY,-33.91765,150.76193,53,19,16.1,,0,,,1.3
CAMDEN,-34.0417,150.69014,73,19,,0.2,,0.2,0.4,1.4
CAMPBELLTOWN WEST,-34.06667,150.79554,112,19,,0.4,0.1,1.2,0.8,1.2
CARRINGTON,-32.90972,151.7633,5,19,,,0.2,1.7,1.5,
CHULLORA,-33.89157,151.04606,32,19,,0,0,0.9,0.8,1.4
COFFS HARBOUR,-30.29831,153.11808,21,19,,0.2,,0,0.2,
COOK AND PHILLIP,-33.87247,151.21334,26,19,,0,0,0.4,1.1,1.3
EARLWOOD,-33.91618,151.13579,7,19,,,,0.2,0.7,1.4
GOULBURN,-34.73451,149.72421,702,19,,,,0,0,2.5
GUNNEDAH,-30.98188,150.26067,272,19,,,,0.2,0.5,1.1
KEMBLA GRANGE,-34.47442,150.81916,5,19,,,,0,0.1,2.3
LIDCOMBE,-33.88141,151.04678,39,19,,0.2,0,0,0.6,1.7
LIVERPOOL,-33.9313,150.9073,22,19,20.9,0.2,0.1,1.9,1,1.1
MACQUARIE PARK,-33.76528,151.11777,49,19,,0.2,0,0,0.1,1.9
MAYFIELD,-32.88506,151.72835,5,19,,,0.1,1,1.3,
MERRIWA,-32.12578,150.4593,406,19,,,,,,
MUSWELLBROOK,-32.27159,150.88593,145,19,,,0,0.7,0.6,
NEWCASTLE,-32.93118,151.75963,5,19,,0.2,0.1,0.7,1,1
OAKDALE,-34.05171,150.49819,457,19,,,,0,0.1,2.6
PENRITH,-33.7269,150.7038,27,19,,,,,,
PORT MACQUARIE,-31.44776,152.87653,73,19,,0.2,0,0.1,0.3,0.9
RANDWICK,-33.93178,151.2428,28,19,12.7,,0,0,0.3,2.1
RICHMOND,-33.61644,150.74735,21,19,,,0,0,0,1.6
ROUSE HILL,-33.68276,150.90371,73,19,,0.2,0,0,0.1,2.3
ROZELLE,-33.86435,151.16393,22,19,11.9,0.1,0,0,0.3,2.2
SINGLETON,-32.55748,151.17688,42,19,,,0.2,1.1,0.8,
ST MARYS,-33.79516,150.7668,29,19,,,,0.2,0.3,1.2
STOCKTON,-32.90197,151.78427,5,19,,,0.3,1.1,1.5,
WALLSEND,-32.89439,151.67021,8,19,,,0.2,1.3,0.9,0.8
WOLLONGONG,-34.41706,150.88733,15,19,,0.1,0,0,0.4,2.2
WYONG,-33.27897,151.43241,3,19,,0.1,0.1,0.5,0.4,1.2
BARGO,-34.3063,150.5806,365,20,,,0,0,0,2.5
BERESFIELD,-32.79679,151.66102,14,20,,,0.1,,,1.4
BRADFIELD HIGHWAY,-33.84343,151.21142,36,20,,0.1,,1.3,1.1,1.8
BRINGELLY,-33.91765,150.76193,53,20,4.9,,0.1,,,2.2
CAMDEN,-34.0417,150.69014,73,20,,0.1,,0,0.1,2.4
CAMPBELLTOWN WEST,-34.06667,150.79554,112,20,,0.1,0,0,0.4,2.2
CARRINGTON,-32.90972,151.7633,5,20,,,0.1,0,0.3,
CHULLORA,-33.89157,151.04606,32,20,,0,0,0,0.4,2.2
COFFS HARBOUR,-30.29831,153.11808,21,20,,0.1,,0.1,0.2,
COOK AND PHILLIP,-33.87247,151.21334,26,20,,0,0,0.2,0.7,1.8
EARLWOOD,-33.91618,151.13579,7,20,,,,0.2,0.4,2.1
GOULBURN,-34.73451,149.72421,702,20,,,,0.1,0.3,2.4
GUNNEDAH,-30.98188,150.26067,272,20,,,,0.1,0.1,2.3
KEMBLA GRANGE,-34.47442,150.81916,5,20,,,,0,0.1,2.4
LIDCOMBE,-33.88141,151.04678,39,20,,0.2,0,0,0.4,2.2
LIVERPOOL,-33.9313,150.9073,22,20,8.3,0.1,0,0,0.5,2.2
MACQUARIE PARK,-33.76528,151.11777,49,20,,0.2,0,0,0.3,1.9
MAYFIELD,-32.88506,151.72835,5,20,,,0,0.2,0.7,
MERRIWA,-32.12578,150.4593,406,20,,,,,,
MUSWELLBROOK,-32.27159,150.88593,145,20,,,0,1.6,0.8,
NEWCASTLE,-32.93118,151.75963,5,20,,0.1,0.1,0,0.1,2.1
OAKDALE,-34.05171,150.49819,457,20,,,,0,0,2.7
PENRITH,-33.7269,150.7038,27,20,,,,,,
PORT MACQUARIE,-31.44776,152.87653,73,20,,0.2,0.1,0.1,0.2,1.8
RANDWICK,-33.93178,151.2428,28,20,8.1,,0,0,0.2,2.4
RICHMOND,-33.61644,150.74735,21,20,,,0,0,0.1,2.3
ROUSE HILL,-33.68276,150.90371,73,20,,0.1,0,0,0.2,2.3
ROZELLE,-33.86435,151.16393,22,20,8.1,0.1,0,0,0.4,2.3
SINGLETON,-32.55748,151.17688,42,20,,,0,0.4,0.6,
ST MARYS,-33.79516,150.7668,29,20,,,,0,0,2
STOCKTON,-32.90197,151.78427,5,20,,,0.1,0.1,0.6,
WALLSEND,-32.89439,151.67021,8,20,,,0.1,0.1,0.6,1.6
WOLLONGONG,-34.41706,150.88733,15,20,,0.1,0,0,0.2,2.4
WYONG,-33.27897,151.43241,3,20,,0.1,0,0,0.2,2
BARGO,-34.3063,150.5806,365,21,,,0,0.5,0.9,1.5
BERESFIELD,-32.79679,151.66102,14,21,,,0.2,2.9,1,0.7
BRADFIELD HIGHWAY,-33.84343,151.21142,36,21,,0.2,,4.8,2.4,0.9
BRINGELLY,-33.91765,150.76193,53,21,13.3,,0,0.3,0.4,1.2
CAMDEN,-34.0417,150.69014,73,21,,0.1,,0.1,0.6,1.4
CAMPBELLTOWN WEST,-34.06667,150.79554,112,21,,0.2,0,0.6,1.1,1.3
CARRINGTON,-32.90972,151.7633,5,21,,,0.2,1.7,1.4,
CHULLORA,-33.89157,151.04606,32,21,,0.1,0.1,1.8,1.4,1.2
COFFS HARBOUR,-30.29831,153.11808,21,21,,0.1,,0.1,0.4,
COOK AND PHILLIP,-33.87247,151.21334,26,21,,0.1,0,2,1.8,0.9
EARLWOOD,-33.91618,151.13579,7,21,,,,1.5,1.1,1.3
GOULBURN,-34.73451,149.72421,702,21,,,,1.1,0.9,1.1
GUNNEDAH,-30.98188,150.26067,272,21,,,,0.3,0.6,1.8
KEMBLA GRANGE,-34.47442,150.81916,5,21,,,,0.9,0.6,1.4
LIDCOMBE,-33.88141,151.04678,39,21,,0.3,0,1.4,1.5,1.2
LIVERPOOL,-33.9313,150.9073,22,21,20.2,0.2,0.1,2.5,1.5,1
MACQUARIE PARK,-33.76528,151.11777,49,21,,0.3,0,0.4,0.8,1.1
MAYFIELD,-32.88506,151.72835,5,21,,,0.3,2.1,1.7,
MERRIWA,-32.12578,150.4593,406,21,,,,,,
MUSWELLBROOK,-32.27159,150.88593,145,21,,,1.1,4.1,1.5,
NEWCASTLE,-32.93118,151.75963,5,21,,0.2,0.2,0.6,1,1.4
