"Site","Lat.South","Long.East","Alt.AHD","Date","PM10.24h.mcrg.m3","CO.24h.ppm","SO2.24h.pphm","NO.24h.pphm","NO2.24h.pphm","OZONE.24h.pphm.1"
"WYONG",-33.27897,151.43241,3,261,NA,0.1,0,0,-0.1,1.9
"ALBURY",-36.05183,146.9398,182,262,NA,NA,NA,NA,NA,1.3
"BARGO",-34.3063,150.5806,365,262,NA,NA,0,NA,NA,1.2
"BATHURST",-33.40192,149.57459,625,262,NA,NA,NA,NA,NA,1.4
"BERESFIELD",-32.79679,151.66102,14,262,NA,NA,NA,0.2,0.1,1
"BRADFIELD HIGHWAY",-33.84343,151.21142,36,262,NA,0.2,0.1,5.8,1.6,0.4
"BRINGELLY",-33.91765,150.76193,53,262,9.4,NA,0.1,0.1,-0.2,1.3
"CAMDEN",-34.0417,150.69014,73,262,NA,0.1,NA,0,0.1,1.4
"CAMPBELLTOWN WEST",-34.06667,150.79554,112,262,NA,0.1,0,0.1,0.3,1
"CARRINGTON",-32.90972,151.7633,5,262,NA,NA,0,0.1,0,NA
"CHULLORA",-33.89157,151.04606,32,262,NA,0,0,0.4,0.4,1
"COFFS HARBOUR",-30.29831,153.11808,21,262,NA,0.2,NA,0.1,0.2,1.6
"COOK AND PHILLIP",-33.87247,151.21334,26,262,NA,0.2,0,0.3,0.3,1.1
"EARLWOOD",-33.91618,151.13579,7,262,NA,NA,NA,NA,NA,NA
"GOULBURN",-34.73451,149.72421,702,262,NA,NA,NA,0.1,0.1,1.3
"GUNNEDAH",-30.98188,150.26067,272,262,NA,NA,NA,0.2,0,1.4
"KATOOMBA",-33.71028,150.29959,1046,262,NA,NA,NA,NA,NA,NA
"KEMBLA GRANGE",-34.47442,150.81916,5,262,NA,NA,NA,0.1,0,1.2
"LIDCOMBE",-33.88141,151.04678,39,262,NA,0.2,0,0.3,0.5,0.9
"LINDFIELD",-33.78113,151.1509,60,262,NA,NA,NA,NA,NA,NA
"LIVERPOOL",-33.9313,150.9073,22,262,13.3,0,0,0.2,0.5,0.9
"LIVERPOOL SWAQS",-33.91889,150.93252,12,262,NA,NA,NA,NA,NA,NA
"MACARTHUR",-34.07087,150.78218,104,262,NA,NA,NA,NA,NA,NA
"MACQUARIE PARK",-33.76528,151.11777,49,262,NA,0.2,0,0.1,0.2,1.1
"MAYFIELD",-32.88506,151.72835,5,262,NA,NA,0,0.2,0,NA
"MERRIWA",-32.12578,150.4593,406,262,NA,0,0.1,0,0.2,1.2
"MORISSET",-33.10805,151.55254,51,262,NA,0.1,0.1,0,0,1.4
"MUSWELLBROOK",-32.27159,150.88593,145,262,NA,NA,0.6,0.3,0.4,NA
"NEWCASTLE",-32.93118,151.75963,5,262,NA,0.2,0,0,-0.1,1.4
"OAKDALE",-34.05171,150.49819,457,262,NA,NA,NA,0,0,1.3
"ORANGE",-33.27442,149.09439,871,262,NA,NA,NA,NA,NA,1.6
"PENRITH",-33.7269,150.7038,27,262,NA,0.1,0.2,0.5,0.3,0.9
"PORT MACQUARIE",-31.44776,152.87653,73,262,NA,-0.2,0,0.1,0.2,1.3
"RANDWICK",-33.93178,151.2428,28,262,13,NA,0,0,0,1.5
"RICHMOND",-33.61644,150.74735,21,262,NA,NA,0,0,0,1.2
"ROUSE HILL",-33.68276,150.90371,73,262,NA,0.2,0,0.1,0.3,1
"ROZELLE",-33.86435,151.16393,22,262,12.3,0.1,0,0.2,0.3,1.2
"SINGLETON",-32.55748,151.17688,42,262,NA,NA,0.1,0.1,0,NA
"ST MARYS",-33.79516,150.7668,29,262,NA,NA,NA,0.1,0,1
"STOCKTON",-32.90197,151.78427,5,262,NA,NA,NA,NA,NA,NA
"TAMWORTH",-31.10991,150.9145,405,262,NA,NA,NA,NA,NA,1.3
"VINEYARD",-33.65623,150.84768,35,262,NA,NA,NA,NA,NA,NA
"WALLSEND",-32.89439,151.67021,8,262,NA,NA,0,0,0,1.4
"WOLLONGONG",-34.41706,150.88733,15,262,NA,0.2,0.1,0.2,0.4,1
"WYONG",-33.27897,151.43241,3,262,NA,0.1,0,0,0,1.4
"ALBURY",-36.05183,146.9398,182,263,NA,NA,NA,NA,NA,1.6
"BARGO",-34.3063,150.5806,365,263,NA,NA,0,0,-0.1,1.3
"BATHURST",-33.40192,149.57459,625,263,NA,NA,NA,NA,NA,1.7
"BERESFIELD",-32.79679,151.66102,14,263,NA,NA,0,0.4,0.1,1.2
"BRADFIELD HIGHWAY",-33.84343,151.21142,36,263,NA,0.2,0.1,6.5,1.9,0.4
"BRINGELLY",-33.91765,150.76193,53,263,10.6,NA,0.1,NA,NA,1.4
"CAMDEN",-34.0417,150.69014,73,263,NA,0.1,NA,0,0.1,1.5
"CAMPBELLTOWN WEST",-34.06667,150.79554,112,263,NA,0.1,0,0.1,0.3,1.1
"CARRINGTON",-32.90972,151.7633,5,263,NA,NA,0,0.1,0,NA
"CHULLORA",-33.89157,151.04606,32,263,NA,0,0,0.4,0.5,1
"COFFS HARBOUR",-30.29831,153.11808,21,263,NA,0.2,NA,0.2,0.2,1.4
"COOK AND PHILLIP",-33.87247,151.21334,26,263,NA,0.1,0,0.3,0.4,1
"EARLWOOD",-33.91618,151.13579,7,263,NA,NA,NA,NA,NA,NA
"GOULBURN",-34.73451,149.72421,702,263,NA,NA,NA,0.1,0.1,1.5
"GUNNEDAH",-30.98188,150.26067,272,263,NA,NA,NA,0.1,0,1.6
"KATOOMBA",-33.71028,150.29959,1046,263,NA,NA,NA,NA,NA,NA
"KEMBLA GRANGE",-34.47442,150.81916,5,263,NA,NA,NA,0,0,1.4
"LIDCOMBE",-33.88141,151.04678,39,263,NA,0.2,0,0.3,0.6,1
"LINDFIELD",-33.78113,151.1509,60,263,NA,NA,NA,NA,NA,NA
"LIVERPOOL",-33.9313,150.9073,22,263,14.4,0,0,0.4,0.7,0.9
"LIVERPOOL SWAQS",-33.91889,150.93252,12,263,NA,NA,NA,NA,NA,NA
"MACARTHUR",-34.07087,150.78218,104,263,NA,NA,NA,NA,NA,NA
"MACQUARIE PARK",-33.76528,151.11777,49,263,NA,0.2,0,0.1,0.3,1.1
"MAYFIELD",-32.88506,151.72835,5,263,NA,NA,0,0.1,0.1,NA
"MERRIWA",-32.12578,150.4593,406,263,NA,NA,NA,NA,NA,NA
"MORISSET",-33.10805,151.55254,51,263,NA,0.1,0,0,0,1.6
"MUSWELLBROOK",-32.27159,150.88593,145,263,NA,NA,0.2,0.2,0.4,NA
"NEWCASTLE",-32.93118,151.75963,5,263,NA,0.2,0,0,0,1.8
"OAKDALE",-34.05171,150.49819,457,263,NA,NA,NA,0,0.1,1.6
"ORANGE",-33.27442,149.09439,871,263,NA,NA,NA,NA,NA,1.9
"PENRITH",-33.7269,150.7038,27,263,NA,0.1,0.1,0.3,0.2,1.2
"PORT MACQUARIE",-31.44776,152.87653,73,263,NA,-0.2,0,0.1,0.2,1.5
"RANDWICK",-33.93178,151.2428,28,263,16.3,NA,0,0,0,1.8
"RICHMOND",-33.61644,150.74735,21,263,NA,NA,0,0,0,1.4
"ROUSE HILL",-33.68276,150.90371,73,263,NA,0.2,0,0.1,0.4,1.1
"ROZELLE",-33.86435,151.16393,22,263,14.9,0.2,0,0.2,0.4,1.3
"SINGLETON",-32.55748,151.17688,42,263,NA,NA,0.2,0.1,0.1,NA
"ST MARYS",-33.79516,150.7668,29,263,NA,NA,NA,0,0.1,1.2
"STOCKTON",-32.90197,151.78427,5,263,NA,NA,NA,NA,NA,NA
"TAMWORTH",-31.10991,150.9145,405,263,NA,NA,NA,NA,NA,1.5
"VINEYARD",-33.65623,150.84768,35,263,NA,NA,NA,NA,NA,NA
"WALLSEND",-32.89439,151.67021,8,263,NA,NA,0,0,0.1,1.7
"WOLLONGONG",-34.41706,150.88733,15,263,NA,0.1,0,0.1,0.2,1.4
"WYONG",-33.27897,151.43241,3,263,NA,0.1,0,0,0.1,1.4
"ALBURY",-36.05183,146.9398,182,264,NA,NA,NA,NA,NA,2.2
"BARGO",-34.3063,150.5806,365,264,NA,NA,0,NA,NA,1.2
"BATHURST",-33.40192,149.57459,625,264,NA,NA,NA,NA,NA,1.5
"BERESFIELD",-32.79679,151.66102,14,264,NA,NA,0.2,0.3,-0.1,0.9
"BRADFIELD HIGHWAY",-33.84343,151.21142,36,264,NA,0.2,0.1,3.9,1.2,0.4
"BRINGELLY",-33.91765,150.76193,53,264,9.8,NA,0.1,0.1,0.1,1.2
"CAMDEN",-34.0417,150.69014,73,264,NA,0.1,NA,0,0.2,1.1
"CAMPBELLTOWN WEST",-34.06667,150.79554,112,264,NA,0.1,0,0.5,0.4,0.8
"CARRINGTON",-32.90972,151.7633,5,264,NA,NA,0.1,0.3,0.2,NA
"CHULLORA",-33.89157,151.04606,32,264,NA,0.1,0,0.5,0.4,0.8
"COFFS HARBOUR",-30.29831,153.11808,21,264,NA,0.2,NA,0.1,0.1,1.4
"COOK AND PHILLIP",-33.87247,151.21334,26,264,NA,0.2,0,0.2,0.3,0.9
"EARLWOOD",-33.91618,151.13579,7,264,NA,NA,NA,0.2,0.4,0.9
"GOULBURN",-34.73451,149.72421,702,264,NA,NA,NA,0.1,0.2,1.4
"GUNNEDAH",-30.98188,150.26067,272,264,NA,NA,NA,0.1,0,1.6
"KATOOMBA",-33.71028,150.29959,1046,264,NA,NA,NA,NA,NA,NA
"KEMBLA GRANGE",-34.47442,150.81916,5,264,NA,NA,NA,0.1,0.1,0.8
"LIDCOMBE",-33.88141,151.04678,39,264,NA,0.2,0,0.4,0.4,0.8
"LINDFIELD",-33.78113,151.1509,60,264,NA,NA,NA,NA,NA,NA
"LIVERPOOL",-33.9313,150.9073,22,264,10.6,0,0,0.5,0.5,0.8
"LIVERPOOL SWAQS",-33.91889,150.93252,12,264,NA,NA,NA,NA,NA,NA
"MACARTHUR",-34.07087,150.78218,104,264,NA,NA,NA,NA,NA,NA
"MACQUARIE PARK",-33.76528,151.11777,49,264,NA,0.2,0,0.1,0.1,0.8
"MAYFIELD",-32.88506,151.72835,5,264,NA,NA,0,0.3,0.2,NA
"MERRIWA",-32.12578,150.4593,406,264,NA,0,0.4,0.2,0.4,1
"MORISSET",-33.10805,151.55254,51,264,NA,0.1,0,0.1,0.1,1.1
"MUSWELLBROOK",-32.27159,150.88593,145,264,NA,NA,0.2,0.1,0.4,NA
"NEWCASTLE",-32.93118,151.75963,5,264,NA,0.2,0,0.1,0.1,1.1
"OAKDALE",-34.05171,150.49819,457,264,NA,NA,NA,0,0.1,1.4
"ORANGE",-33.27442,149.09439,871,264,NA,NA,NA,NA,NA,1.7
"PENRITH",-33.7269,150.7038,27,264,NA,0.1,0,0.2,0.2,1.3
"PORT MACQUARIE",-31.44776,152.87653,73,264,NA,-0.2,0,0.1,0.2,1.1
"RANDWICK",-33.93178,151.2428,28,264,10.9,NA,0,0,0,1.3
"RICHMOND",-33.61644,150.74735,21,264,NA,NA,0,0,0.1,1.3
"ROUSE HILL",-33.68276,150.90371,73,264,NA,0.2,0,0.1,0.3,1.1
"ROZELLE",-33.86435,151.16393,22,264,10.1,0.2,0,0.4,0.3,0.9
"SINGLETON",-32.55748,151.17688,42,264,NA,NA,0.1,0.1,0.1,NA
"ST MARYS",-33.79516,150.7668,29,264,NA,NA,NA,0.2,0.2,1.1
"STOCKTON",-32.90197,151.78427,5,264,NA,NA,0,0.1,0.2,NA
"TAMWORTH",-31.10991,150.9145,405,264,NA,NA,NA,NA,NA,1.5
"VINEYARD",-33.65623,150.84768,35,264,NA,NA,NA,NA,NA,NA
"WALLSEND",-32.89439,151.67021,8,264,NA,NA,0,0.1,0.2,0.9
"WOLLONGONG",-34.41706,150.88733,15,264,NA,0.1,0,0.1,0.3,0.9
"WYONG",-33.27897,151.43241,3,264,NA,0.1,0,0.2,0.1,0.8
"ALBURY",-36.05183,146.9398,182,265,NA,NA,NA,NA,NA,2.2
"BARGO",-34.3063,150.5806,365,265,NA,NA,0,0.2,0.1,1.7
"BATHURST",-33.40192,149.57459,625,265,NA,NA,NA,NA,NA,1.3
"BERESFIELD",-32.79679,151.66102,14,265,NA,NA,0.3,0.9,-0.2,0.6
"BRADFIELD HIGHWAY",-33.84343,151.21142,36,265,NA,0.1,0,2.8,1,0.4
"BRINGELLY",-33.91765,150.76193,53,265,9.7,NA,0.2,0.1,0.1,1.4
"CAMDEN",-34.0417,150.69014,73,265,NA,0.1,NA,0.1,0.2,1.5
"CAMPBELLTOWN WEST",-34.06667,150.79554,112,265,NA,0.1,0.1,0.6,0.4,1.3
"CARRINGTON",-32.90972,151.7633,5,265,NA,NA,0.1,1,0.3,NA
"CHULLORA",-33.89157,151.04606,32,265,NA,0.1,0.2,0.7,0.4,0.9
"COFFS HARBOUR",-30.29831,153.11808,21,265,NA,0.1,NA,0.1,0.1,0.9
"COOK AND PHILLIP",-33.87247,151.21334,26,265,NA,0.2,0.1,0.6,0.6,0.6
"EARLWOOD",-33.91618,151.13579,7,265,NA,NA,NA,0.6,0.5,0.7
"GOULBURN",-34.73451,149.72421,702,265,NA,NA,NA,0.2,0.3,1.3
"GUNNEDAH",-30.98188,150.26067,272,265,NA,NA,NA,0.1,0,1.2
"KATOOMBA",-33.71028,150.29959,1046,265,NA,NA,NA,NA,NA,NA
"KEMBLA GRANGE",-34.47442,150.81916,5,265,NA,NA,NA,0.1,0.1,1.2
"LIDCOMBE",-33.88141,151.04678,39,265,NA,0.2,0.2,0.6,0.4,0.9
"LINDFIELD",-33.78113,151.1509,60,265,NA,NA,NA,NA,NA,NA
"LIVERPOOL",-33.9313,150.9073,22,265,9.6,0,0.3,0.8,0.5,1.1
"LIVERPOOL SWAQS",-33.91889,150.93252,12,265,NA,NA,NA,NA,NA,NA
"MACARTHUR",-34.07087,150.78218,104,265,NA,NA,NA,NA,NA,NA
"MACQUARIE PARK",-33.76528,151.11777,49,265,NA,0.3,0.2,0.1,0.1,0.8
"MAYFIELD",-32.88506,151.72835,5,265,NA,NA,0,0.8,0.3,NA
"MERRIWA",-32.12578,150.4593,406,265,NA,0,0.4,0.2,0.5,0.8
"MORISSET",-33.10805,151.55254,51,265,NA,0.1,0,0.1,0.1,0.9
"MUSWELLBROOK",-32.27159,150.88593,145,265,NA,NA,0.1,0.3,0.3,NA
"NEWCASTLE",-32.93118,151.75963,5,265,NA,0.2,0,0.2,0.1,0.8
"OAKDALE",-34.05171,150.49819,457,265,NA,NA,NA,0,0.1,1.8
"ORANGE",-33.27442,149.09439,871,265,NA,NA,NA,NA,NA,1.6
"PENRITH",-33.7269,150.7038,27,265,NA,0.1,0.1,0.2,0.1,1.5
"PORT MACQUARIE",-31.44776,152.87653,73,265,NA,-0.2,0,0.1,0.2,0.6
"RANDWICK",-33.93178,151.2428,28,265,8.3,NA,0.1,0.2,0.2,1
"RICHMOND",-33.61644,150.74735,21,265,NA,NA,0.1,0,0.1,1.4
"ROUSE HILL",-33.68276,150.90371,73,265,NA,0.2,0.2,0,0.1,1.4
"ROZELLE",-33.86435,151.16393,22,265,8.3,0.2,0.2,0.4,0.3,0.8
"SINGLETON",-32.55748,151.17688,42,265,NA,NA,0,0.3,0,NA
"ST MARYS",-33.79516,150.7668,29,265,NA,NA,NA,0.2,0.2,1.2
"STOCKTON",-32.90197,151.78427,5,265,NA,NA,0.1,1.1,0.3,NA
"TAMWORTH",-31.10991,150.9145,405,265,NA,NA,NA,NA,NA,1.1
"VINEYARD",-33.65623,150.84768,35,265,NA,NA,NA,NA,NA,NA
"WALLSEND",-32.89439,151.67021,8,265,NA,NA,0,0.2,0.2,0.7
"WOLLONGONG",-34.41706,150.88733,15,265,NA,0.1,0,0.2,0.3,1.1
"WYONG",-33.27897,151.43241,3,265,NA,0.1,0,0.1,0,0.7
"ALBURY",-36.05183,146.9398,182,266,NA,NA,NA,NA,NA,2.4
"BARGO",-34.3063,150.5806,365,266,NA,NA,0.1,1.2,0.2,1.8
"BATHURST",-33.40192,149.57459,625,266,NA,NA,NA,NA,NA,1.3
"BERESFIELD",-32.79679,151.66102,14,266,NA,NA,0.1,1,-0.1,1.1
"BRADFIELD HIGHWAY",-33.84343,151.21142,36,266,NA,0.1,0,3.7,1.2,0.6
"BRINGELLY",-33.91765,150.76193,53,266,14.7,NA,0.1,0.2,0.1,1.9
"CAMDEN",-34.0417,150.69014,73,266,NA,0.1,NA,0.2,0.3,1.9
"CAMPBELLTOWN WEST",-34.06667,150.79554,112,266,NA,0.1,0.1,1.8,0.6,1.7
"CARRINGTON",-32.90972,151.7633,5,266,NA,NA,0,1,0.4,NA
"CHULLORA",-33.89157,151.04606,32,266,NA,0.1,0.1,1.3,0.5,1.4
"COFFS HARBOUR",-30.29831,153.11808,21,266,NA,0.2,NA,0.2,0.1,1.2
"COOK AND PHILLIP",-33.87247,151.21334,26,266,NA,0.2,0,0.6,0.6,0.8
"EARLWOOD",-33.91618,151.13579,7,266,NA,NA,NA,0.9,0.4,1.2
"GOULBURN",-34.73451,149.72421,702,266,NA,NA,NA,0.2,0.4,1.8
"GUNNEDAH",-30.98188,150.26067,272,266,NA,NA,NA,0.1,0.1,1.3
"KATOOMBA",-33.71028,150.29959,1046,266,NA,NA,NA,NA,NA,NA
"KEMBLA GRANGE",-34.47442,150.81916,5,266,NA,NA,NA,0.3,0.1,1.3
"LIDCOMBE",-33.88141,151.04678,39,266,NA,0.2,0.1,0.7,0.4,1.4
"LINDFIELD",-33.78113,151.1509,60,266,NA,NA,NA,NA,NA,NA
"LIVERPOOL",-33.9313,150.9073,22,266,12.7,0.1,0.2,1.3,0.6,1.6
"LIVERPOOL SWAQS",-33.91889,150.93252,12,266,NA,NA,NA,NA,NA,NA
"MACARTHUR",-34.07087,150.78218,104,266,NA,NA,NA,NA,NA,NA
"MACQUARIE PARK",-33.76528,151.11777,49,266,NA,0.3,0.1,0.1,0.1,1.4
"MAYFIELD",-32.88506,151.72835,5,266,NA,NA,0.1,1.4,0.4,NA
"MERRIWA",-32.12578,150.4593,406,266,NA,0,0.4,0.3,0.5,1.1
"MORISSET",-33.10805,151.55254,51,266,NA,0.1,0.1,0.2,0.2,1.3
"MUSWELLBROOK",-32.27159,150.88593,145,266,NA,NA,0.2,1.2,0.5,NA
"NEWCASTLE",-32.93118,151.75963,5,266,NA,0.2,0,0.6,0.1,1
"OAKDALE",-34.05171,150.49819,457,266,NA,NA,NA,0,0.2,NA
"ORANGE",-33.27442,149.09439,871,266,NA,NA,NA,NA,NA,1.6
"PENRITH",-33.7269,150.7038,27,266,NA,0.2,0.1,0.3,0.1,1.5
"PORT MACQUARIE",-31.44776,152.87653,73,266,NA,-0.2,0,0.1,0.2,1.1
"RANDWICK",-33.93178,151.2428,28,266,9.8,NA,0,0.1,0.1,1.3
"RICHMOND",-33.61644,150.74735,21,266,NA,NA,0.2,0.1,0.2,1.4
"ROUSE HILL",-33.68276,150.90371,73,266,NA,0.2,0.2,0.2,0.3,1.7
"ROZELLE",-33.86435,151.16393,22,266,8.9,0.2,0,0.3,0.2,1.3
"SINGLETON",-32.55748,151.17688,42,266,NA,NA,0,0.2,0,NA
"ST MARYS",-33.79516,150.7668,29,266,NA,NA,NA,0.2,0.3,1.5
"STOCKTON",-32.90197,151.78427,5,266,NA,NA,0,0.8,0.2,NA
"TAMWORTH",-31.10991,150.9145,405,266,NA,NA,NA,NA,NA,1.5
"VINEYARD",-33.65623,150.84768,35,266,NA,NA,NA,NA,NA,NA
"WALLSEND",-32.89439,151.67021,8,266,NA,NA,0,0.6,0.3,1
"WOLLONGONG",-34.41706,150.88733,15,266,NA,0.1,0,0,0.3,0.9
"WYONG",-33.27897,151.43241,3,266,NA,0.1,0.1,0.4,0.2,1
"ALBURY",-36.05183,146.9398,182,267,NA,NA,NA,NA,NA,2.6
"BARGO",-34.3063,150.5806,365,267,NA,NA,0.2,1.6,0.5,2.7
"BATHURST",-33.40192,149.57459,625,267,NA,NA,NA,NA,NA,2
"BERESFIELD",-32.79679,151.66102,14,267,NA,NA,0.1,1.7,0.4,1.7
"BRADFIELD HIGHWAY",-33.84343,151.21142,36,267,NA,0.2,0.2,3.7,1.9,0.9
"BRINGELLY",-33.91765,150.76193,53,267,20.6,NA,0.1,0.2,0.4,2.7
"CAMDEN",-34.0417,150.69014,73,267,NA,0.1,NA,0.2,0.6,2.9
"CAMPBELLTOWN WEST",-34.06667,150.79554,112,267,NA,0.2,0.2,1.7,0.9,2.6
"CARRINGTON",-32.90972,151.7633,5,267,NA,NA,0.3,0.8,0.4,NA
"CHULLORA",-33.89157,151.04606,32,267,NA,0.1,0.2,1.1,0.9,2.3
"COFFS HARBOUR",-30.29831,153.11808,21,267,NA,0.1,NA,0.1,0.1,1.4
"COOK AND PHILLIP",-33.87247,151.21334,26,267,NA,0.2,0.3,0.5,0.9,1.4
"EARLWOOD",-33.91618,151.13579,7,267,NA,NA,NA,0.2,0.7,2
"GOULBURN",-34.73451,149.72421,702,267,NA,NA,NA,0.2,0.4,2.1
"GUNNEDAH",-30.98188,150.26067,272,267,NA,NA,NA,0.1,0.1,2.2
"KATOOMBA",-33.71028,150.29959,1046,267,NA,NA,NA,NA,NA,NA
"KEMBLA GRANGE",-34.47442,150.81916,5,267,NA,NA,NA,0.3,0.6,1.9
"LIDCOMBE",-33.88141,151.04678,39,267,NA,0.2,0.2,0.7,0.8,2.4
"LINDFIELD",-33.78113,151.1509,60,267,NA,NA,NA,NA,NA,NA
"LIVERPOOL",-33.9313,150.9073,22,267,21.1,0.1,0.2,1.2,1,2.5
"LIVERPOOL SWAQS",-33.91889,150.93252,12,267,NA,NA,NA,NA,NA,NA
"MACARTHUR",-34.07087,150.78218,104,267,NA,NA,NA,NA,NA,NA
"MACQUARIE PARK",-33.76528,151.11777,49,267,NA,0.3,0.1,0.2,0.3,2.3
"MAYFIELD",-32.88506,151.72835,5,267,NA,NA,0.2,0.5,0.4,NA
"MERRIWA",-32.12578,150.4593,406,267,NA,0,0.2,0.1,0.5,2.2
"MORISSET",-33.10805,151.55254,51,267,NA,0.1,0.1,0.2,0.2,1.6
"MUSWELLBROOK",-32.27159,150.88593,145,267,NA,NA,0.2,1.2,0.9,NA
"NEWCASTLE",-32.93118,151.75963,5,267,NA,0.2,0.2,0.6,0.4,1.3
"OAKDALE",-34.05171,150.49819,457,267,NA,NA,NA,NA,NA,NA
"ORANGE",-33.27442,149.09439,871,267,NA,NA,NA,NA,NA,2.2
"PENRITH",-33.7269,150.7038,27,267,NA,0.1,0.2,0.4,0.4,2.4
"PORT MACQUARIE",-31.44776,152.87653,73,267,NA,-0.2,0,0.1,0.2,1.2
"RANDWICK",-33.93178,151.2428,28,267,18.2,NA,0.3,0.1,0.2,2
"RICHMOND",-33.61644,150.74735,21,267,NA,NA,0.2,0.1,0.3,2.3
"ROUSE HILL",-33.68276,150.90371,73,267,NA,0.2,0.3,0.1,0.5,2.3
"ROZELLE",-33.86435,151.16393,22,267,18.2,0.2,0.2,0.2,0.5,2
"SINGLETON",-32.55748,151.17688,42,267,NA,NA,0.4,0.6,0.4,NA
"ST MARYS",-33.79516,150.7668,29,267,NA,NA,NA,0.2,0.5,2.3
"STOCKTON",-32.90197,151.78427,5,267,NA,NA,0.1,0.1,0.1,NA
"TAMWORTH",-31.10991,150.9145,405,267,NA,NA,NA,NA,NA,2
"VINEYARD",-33.65623,150.84768,35,267,NA,NA,NA,NA,NA,NA
"WALLSEND",-32.89439,151.67021,8,267,NA,NA,0.1,0.3,0.4,1.6
"WOLLONGONG",-34.41706,150.88733,15,267,NA,0.2,0.2,0.1,0.4,1.7
"WYONG",-33.27897,151.43241,3,267,NA,0.1,0.2,0.4,0.3,1.6
"ALBURY",-36.05183,146.9398,182,268,NA,NA,NA,NA,NA,2.8
"BARGO",-34.3063,150.5806,365,268,NA,NA,0.1,0,0.1,2.6
"BATHURST",-33.40192,149.57459,625,268,NA,NA,NA,NA,NA,3.2
"BERESFIELD",-32.79679,151.66102,14,268,NA,NA,0.1,0.6,0.2,1.2
"BRADFIELD HIGHWAY",-33.84343,151.21142,36,268,NA,0.2,0,3.6,1.4,0.7
"BRINGELLY",-33.91765,150.76193,53,268,15.7,NA,0.1,0.1,0.1,2.2
"CAMDEN",-34.0417,150.69014,73,268,NA,0.1,NA,0,0.5,1.3
"CAMPBELLTOWN WEST",-34.06667,150.79554,112,268,NA,0.1,0,0.5,0.5,2
"CARRINGTON",-32.90972,151.7633,5,268,NA,NA,0,0.3,0,NA
"CHULLORA",-33.89157,151.04606,32,268,NA,0.1,0,0.5,0.4,1.4
"COFFS HARBOUR",-30.29831,153.11808,21,268,NA,0.1,NA,0.1,0.2,1.3
"COOK AND PHILLIP",-33.87247,151.21334,26,268,NA,NA,NA,NA,NA,NA
"EARLWOOD",-33.91618,151.13579,7,268,NA,NA,NA,0.1,0.4,1.4
"GOULBURN",-34.73451,149.72421,702,268,NA,NA,NA,0.1,0.3,3.5
"GUNNEDAH",-30.98188,150.26067,272,268,NA,NA,NA,0.1,0.3,2.9
"KATOOMBA",-33.71028,150.29959,1046,268,NA,NA,NA,NA,NA,NA
"KEMBLA GRANGE",-34.47442,150.81916,5,268,NA,NA,NA,0.2,0.1,1.6
"LIDCOMBE",-33.88141,151.04678,39,268,NA,0.2,0,0.4,0.4,1.5
"LINDFIELD",-33.78113,151.1509,60,268,NA,NA,NA,NA,NA,NA
"LIVERPOOL",-33.9313,150.9073,22,268,15.9,0,0,0.5,0.6,1.6
"LIVERPOOL SWAQS",-33.91889,150.93252,12,268,NA,NA,NA,NA,NA,NA
"MACARTHUR",-34.07087,150.78218,104,268,NA,NA,NA,NA,NA,NA
"MACQUARIE PARK",-33.76528,151.11777,49,268,NA,0.3,0,0,0,1.4
"MAYFIELD",-32.88506,151.72835,5,268,NA,NA,0.1,0.3,0.3,NA
"MERRIWA",-32.12578,150.4593,406,268,NA,0,0.5,0.2,0.8,2.5
"MORISSET",-33.10805,151.55254,51,268,NA,0.1,0,0.2,0.1,1.6
"MUSWELLBROOK",-32.27159,150.88593,145,268,NA,NA,0.5,0.8,0.6,NA
"NEWCASTLE",-32.93118,151.75963,5,268,NA,0.2,0,0.1,0.1,1.4
"OAKDALE",-34.05171,150.49819,457,268,NA,NA,NA,NA,NA,NA
"ORANGE",-33.27442,149.09439,871,268,NA,NA,NA,NA,NA,3.7
"PENRITH",-33.7269,150.7038,27,268,NA,0,0.1,0.1,0.2,2.3
"PORT MACQUARIE",-31.44776,152.87653,73,268,NA,NA,0,0.1,0.2,1.1
"RANDWICK",-33.93178,151.2428,28,268,14.2,NA,0.1,0.1,0,1.6
"RICHMOND",-33.61644,150.74735,21,268,NA,NA,0.2,0.1,0.3,2.2
"ROUSE HILL",-33.68276,150.90371,73,268,NA,0.2,0.1,0.2,0.4,1.9
"ROZELLE",-33.86435,151.16393,22,268,13.2,0.2,0,0.1,0.2,1.6
"SINGLETON",-32.55748,151.17688,42,268,NA,NA,0.1,0.1,0,NA
"ST MARYS",-33.79516,150.7668,29,268,NA,NA,NA,0.2,0.4,1.8
"STOCKTON",-32.90197,151.78427,5,268,NA,NA,0,0,0.1,NA
"TAMWORTH",-31.10991,150.9145,405,268,NA,NA,NA,NA,NA,2.2
"VINEYARD",-33.65623,150.84768,35,268,NA,NA,NA,NA,NA,NA
"WALLSEND",-32.89439,151.67021,8,268,NA,NA,0.1,0.3,0.3,1.2
"WOLLONGONG",-34.41706,150.88733,15,268,NA,0.2,0,0.1,0.2,1.6
"WYONG",-33.27897,151.43241,3,268,NA,0.1,0.1,0.6,0.2,1.2
"ALBURY",-36.05183,146.9398,182,269,NA,NA,NA,NA,NA,2.8
"BARGO",-34.3063,150.5806,365,269,NA,NA,0.2,0.1,0.1,2.4
"BATHURST",-33.40192,149.57459,625,269,NA,NA,NA,NA,NA,2.3
