"Site","Lat.South","Long.East","Alt.AHD","Date","PM10.24h.mcrg.m3","CO.24h.ppm","SO2.24h.pphm","NO.24h.pphm","NO2.24h.pphm","OZONE.24h.pphm.1"
"LIDCOMBE",-33.88141,151.04678,39,73,NA,0.3,0,1.3,1.7,1.2
"LINDFIELD",-33.78113,151.1509,60,73,NA,NA,NA,NA,NA,NA
"LIVERPOOL",-33.9313,150.9073,22,73,24.6,0.4,0.1,6.6,1.8,0.9
"LIVERPOOL SWAQS",-33.91889,150.93252,12,73,NA,NA,NA,NA,NA,NA
"MACARTHUR",-34.07087,150.78218,104,73,NA,NA,NA,NA,NA,NA
"MACQUARIE PARK",-33.76528,151.11777,49,73,NA,0.2,0,0,0.4,2.3
"MAYFIELD",-32.88506,151.72835,5,73,NA,NA,0.1,1.8,1.6,NA
"MERRIWA",-32.12578,150.4593,406,73,NA,NA,NA,NA,NA,NA
"MORISSET",-33.10805,151.55254,51,73,NA,NA,NA,NA,NA,NA
"MUSWELLBROOK",-32.27159,150.88593,145,73,NA,NA,0,2.1,1,NA
"NEWCASTLE",-32.93118,151.75963,5,73,NA,0.3,0.4,2.2,1.8,0.8
"OAKDALE",-34.05171,150.49819,457,73,NA,NA,NA,0,0,2.9
"ORANGE",-33.27442,149.09439,871,73,NA,NA,NA,NA,NA,NA
"PENRITH",-33.7269,150.7038,27,73,NA,NA,NA,NA,NA,NA
"PORT MACQUARIE",-31.44776,152.87653,73,73,NA,0.2,0,0.1,0.5,1.3
"RANDWICK",-33.93178,151.2428,28,73,11,NA,0,0.1,0.7,2.1
"RICHMOND",-33.61644,150.74735,21,73,NA,NA,0,0.2,0.3,1.4
"ROUSE HILL",-33.68276,150.90371,73,73,NA,0.7,0,0,0.2,2.6
"ROZELLE",-33.86435,151.16393,22,73,11,0.2,0,0.1,0.5,2.4
"SINGLETON",-32.55748,151.17688,42,73,NA,NA,0.2,1,0.9,NA
"ST MARYS",-33.79516,150.7668,29,73,NA,NA,NA,1.2,0.8,0.8
"STOCKTON",-32.90197,151.78427,5,73,NA,NA,0.7,1.7,1.6,NA
"TAMWORTH",-31.10991,150.9145,405,73,NA,NA,NA,NA,NA,NA
"VINEYARD",-33.65623,150.84768,35,73,NA,NA,NA,NA,NA,NA
"WALLSEND",-32.89439,151.67021,8,73,NA,NA,0.2,1.5,1.5,0.8
"WOLLONGONG",-34.41706,150.88733,15,73,NA,0.1,0,0.3,0.9,1.9
"WYONG",-33.27897,151.43241,3,73,NA,0.2,0,2.5,0.8,1.1
"ALBURY",-36.05183,146.9398,182,74,NA,NA,NA,NA,NA,NA
"BARGO",-34.3063,150.5806,365,74,NA,NA,0.1,0.6,0.4,2.3
"BATHURST",-33.40192,149.57459,625,74,NA,NA,NA,NA,NA,NA
"BERESFIELD",-32.79679,151.66102,14,74,NA,NA,0.1,1.7,1,0.8
"BRADFIELD HIGHWAY",-33.84343,151.21142,36,74,NA,0.2,0.1,4.7,2.4,1.1
"BRINGELLY",-33.91765,150.76193,53,74,9.3,NA,0,0.4,0.3,1.6
"CAMDEN",-34.0417,150.69014,73,74,NA,0.1,NA,0,0.1,2.2
"CAMPBELLTOWN WEST",-34.06667,150.79554,112,74,NA,0.1,0,1.1,1,1.7
"CARRINGTON",-32.90972,151.7633,5,74,NA,NA,0.1,1.8,1.5,NA
"CHULLORA",-33.89157,151.04606,32,74,NA,0.1,0,0.7,1.2,1.5
"COFFS HARBOUR",-30.29831,153.11808,21,74,NA,0.2,NA,0.2,0.6,1.7
"COOK AND PHILLIP",-33.87247,151.21334,26,74,NA,0.1,0,1.3,2,0.8
"EARLWOOD",-33.91618,151.13579,7,74,NA,NA,NA,0.9,1.2,1.4
"GOULBURN",-34.73451,149.72421,702,74,NA,NA,NA,0,0.2,2.5
"GUNNEDAH",-30.98188,150.26067,272,74,NA,NA,NA,0.5,0.5,1.7
"KATOOMBA",-33.71028,150.29959,1046,74,NA,NA,NA,NA,NA,NA
"KEMBLA GRANGE",-34.47442,150.81916,5,74,NA,NA,NA,0.1,0.3,2.2
"LIDCOMBE",-33.88141,151.04678,39,74,NA,NA,0,0.4,1.2,1.6
"LINDFIELD",-33.78113,151.1509,60,74,NA,NA,NA,NA,NA,NA
"LIVERPOOL",-33.9313,150.9073,22,74,15.2,0.1,0,1.8,1.4,1.6
"LIVERPOOL SWAQS",-33.91889,150.93252,12,74,NA,NA,NA,NA,NA,NA
"MACARTHUR",-34.07087,150.78218,104,74,NA,NA,NA,NA,NA,NA
"MACQUARIE PARK",-33.76528,151.11777,49,74,NA,0.2,0,0.3,0.9,1.1
"MAYFIELD",-32.88506,151.72835,5,74,NA,NA,0,1.6,1.5,NA
"MERRIWA",-32.12578,150.4593,406,74,NA,NA,NA,NA,NA,NA
"MORISSET",-33.10805,151.55254,51,74,NA,NA,NA,NA,NA,NA
"MUSWELLBROOK",-32.27159,150.88593,145,74,NA,NA,0,0.6,0.9,NA
"NEWCASTLE",-32.93118,151.75963,5,74,NA,0.3,0.1,1.1,1.2,0.9
"OAKDALE",-34.05171,150.49819,457,74,NA,NA,NA,0,0,2.9
"ORANGE",-33.27442,149.09439,871,74,NA,NA,NA,NA,NA,NA
"PENRITH",-33.7269,150.7038,27,74,NA,NA,NA,NA,NA,NA
"PORT MACQUARIE",-31.44776,152.87653,73,74,NA,0.1,0,0.1,0.5,1.5
"RANDWICK",-33.93178,151.2428,28,74,11.9,NA,0,0.1,0.8,1.8
"RICHMOND",-33.61644,150.74735,21,74,NA,NA,0,0.1,0.2,1.8
"ROUSE HILL",-33.68276,150.90371,73,74,NA,0.2,0,0.1,0.6,2.1
"ROZELLE",-33.86435,151.16393,22,74,13.2,0.2,0,0.5,1.2,1.7
"SINGLETON",-32.55748,151.17688,42,74,NA,NA,0.1,1,0.7,NA
"ST MARYS",-33.79516,150.7668,29,74,NA,NA,NA,0.5,0.4,1.4
"STOCKTON",-32.90197,151.78427,5,74,NA,NA,0.1,1.6,1.8,NA
"TAMWORTH",-31.10991,150.9145,405,74,NA,NA,NA,NA,NA,NA
"VINEYARD",-33.65623,150.84768,35,74,NA,NA,NA,NA,NA,NA
"WALLSEND",-32.89439,151.67021,8,74,NA,NA,0.1,1.5,0.9,0.9
"WOLLONGONG",-34.41706,150.88733,15,74,NA,0.1,0,0.2,0.6,2.1
"WYONG",-33.27897,151.43241,3,74,NA,0.1,0.1,1.1,0.5,1.2
"ALBURY",-36.05183,146.9398,182,75,NA,NA,NA,NA,NA,NA
"BARGO",-34.3063,150.5806,365,75,NA,NA,0,0,0.1,2.5
"BATHURST",-33.40192,149.57459,625,75,NA,NA,NA,NA,NA,NA
"BERESFIELD",-32.79679,151.66102,14,75,NA,NA,0.2,0.1,0.7,NA
"BRADFIELD HIGHWAY",-33.84343,151.21142,36,75,NA,0.2,0,2.5,1.7,1.3
"BRINGELLY",-33.91765,150.76193,53,75,5.8,NA,0,0,0,1.8
"CAMDEN",-34.0417,150.69014,73,75,NA,0.1,NA,0,0.2,1.9
"CAMPBELLTOWN WEST",-34.06667,150.79554,112,75,NA,0.2,0,0.8,0.7,1.5
"CARRINGTON",-32.90972,151.7633,5,75,NA,NA,0.2,0.2,0.9,NA
"CHULLORA",-33.89157,151.04606,32,75,NA,0,0,0.2,0.6,1.7
"COFFS HARBOUR",-30.29831,153.11808,21,75,NA,0.1,NA,0.1,0.6,1.8
"COOK AND PHILLIP",-33.87247,151.21334,26,75,NA,0.1,0,0.6,1.4,1.2
"EARLWOOD",-33.91618,151.13579,7,75,NA,NA,NA,0.2,0.9,1.4
"GOULBURN",-34.73451,149.72421,702,75,NA,NA,NA,0,0.1,2.6
"GUNNEDAH",-30.98188,150.26067,272,75,NA,NA,NA,0.1,0.4,1.9
"KATOOMBA",-33.71028,150.29959,1046,75,NA,NA,NA,NA,NA,NA
"KEMBLA GRANGE",-34.47442,150.81916,5,75,NA,NA,NA,0,0.1,2.5
"LIDCOMBE",-33.88141,151.04678,39,75,NA,NA,0,0.2,0.8,1.6
"LINDFIELD",-33.78113,151.1509,60,75,NA,NA,NA,NA,NA,NA
"LIVERPOOL",-33.9313,150.9073,22,75,7.8,0.1,0,0.6,0.9,1.6
"LIVERPOOL SWAQS",-33.91889,150.93252,12,75,NA,NA,NA,NA,NA,NA
"MACARTHUR",-34.07087,150.78218,104,75,NA,NA,NA,NA,NA,NA
"MACQUARIE PARK",-33.76528,151.11777,49,75,NA,0.2,0,0,0.5,1.5
"MAYFIELD",-32.88506,151.72835,5,75,NA,NA,0.1,0.1,0.8,NA
"MERRIWA",-32.12578,150.4593,406,75,NA,NA,NA,NA,NA,NA
"MORISSET",-33.10805,151.55254,51,75,NA,NA,NA,NA,NA,NA
"MUSWELLBROOK",-32.27159,150.88593,145,75,NA,NA,0,0.1,0.4,NA
"NEWCASTLE",-32.93118,151.75963,5,75,NA,0.2,0.3,0.2,0.8,1.6
"OAKDALE",-34.05171,150.49819,457,75,NA,NA,NA,0,0,2.8
"ORANGE",-33.27442,149.09439,871,75,NA,NA,NA,NA,NA,NA
"PENRITH",-33.7269,150.7038,27,75,NA,0.2,0,0.4,0.7,1.5
"PORT MACQUARIE",-31.44776,152.87653,73,75,NA,0.2,0,0.1,0.4,1.7
"RANDWICK",-33.93178,151.2428,28,75,9.4,NA,0,0.1,0.7,1.7
"RICHMOND",-33.61644,150.74735,21,75,NA,NA,0,0,0.2,1.9
"ROUSE HILL",-33.68276,150.90371,73,75,NA,0.1,0.1,0,0.3,2.2
"ROZELLE",-33.86435,151.16393,22,75,8.2,0.1,0,0.1,0.6,1.7
"SINGLETON",-32.55748,151.17688,42,75,NA,NA,0.3,0.1,0.7,NA
"ST MARYS",-33.79516,150.7668,29,75,NA,NA,NA,0.1,0.2,1.6
"STOCKTON",-32.90197,151.78427,5,75,NA,NA,0.2,0.4,1.2,NA
"TAMWORTH",-31.10991,150.9145,405,75,NA,NA,NA,NA,NA,NA
"VINEYARD",-33.65623,150.84768,35,75,NA,NA,NA,NA,NA,NA
"WALLSEND",-32.89439,151.67021,8,75,NA,NA,0.1,0.1,0.5,1.9
"WOLLONGONG",-34.41706,150.88733,15,75,NA,0.1,0,0,0.3,2.4
"WYONG",-33.27897,151.43241,3,75,NA,0.1,0,0.1,0.3,2
"ALBURY",-36.05183,146.9398,182,76,NA,NA,NA,NA,NA,NA
"BARGO",-34.3063,150.5806,365,76,NA,NA,0,0.2,0,2.4
"BATHURST",-33.40192,149.57459,625,76,NA,NA,NA,NA,NA,NA
"BERESFIELD",-32.79679,151.66102,14,76,NA,NA,0.4,0.4,1,NA
"BRADFIELD HIGHWAY",-33.84343,151.21142,36,76,NA,0.2,0,2.5,1.7,1.2
"BRINGELLY",-33.91765,150.76193,53,76,12.2,NA,0,0.1,0.3,1.4
"CAMDEN",-34.0417,150.69014,73,76,NA,0.1,NA,0,0.1,2.3
"CAMPBELLTOWN WEST",-34.06667,150.79554,112,76,NA,0.2,0,0.2,0.7,1.6
"CARRINGTON",-32.90972,151.7633,5,76,NA,NA,0.2,0.2,1,NA
"CHULLORA",-33.89157,151.04606,32,76,NA,0.1,0,0.7,0.9,1.6
"COFFS HARBOUR",-30.29831,153.11808,21,76,NA,0.1,NA,0.1,0.4,1.8
"COOK AND PHILLIP",-33.87247,151.21334,26,76,NA,0.1,0,0.7,1.2,1.2
"EARLWOOD",-33.91618,151.13579,7,76,NA,NA,NA,0.7,1.1,1.3
"GOULBURN",-34.73451,149.72421,702,76,NA,NA,NA,0,0.2,2.3
"GUNNEDAH",-30.98188,150.26067,272,76,NA,NA,NA,0.3,0.6,1.7
"KATOOMBA",-33.71028,150.29959,1046,76,NA,NA,NA,NA,NA,NA
"KEMBLA GRANGE",-34.47442,150.81916,5,76,NA,NA,NA,NA,NA,2.3
"LIDCOMBE",-33.88141,151.04678,39,76,NA,NA,0,0.2,1,1.6
"LINDFIELD",-33.78113,151.1509,60,76,NA,NA,NA,NA,NA,NA
"LIVERPOOL",-33.9313,150.9073,22,76,10.8,0.2,0,1,1.1,1.4
"LIVERPOOL SWAQS",-33.91889,150.93252,12,76,NA,NA,NA,NA,NA,NA
"MACARTHUR",-34.07087,150.78218,104,76,NA,NA,NA,NA,NA,NA
"MACQUARIE PARK",-33.76528,151.11777,49,76,NA,0.3,0,0.1,0.5,1.6
"MAYFIELD",-32.88506,151.72835,5,76,NA,NA,0.2,0.3,1,NA
"MERRIWA",-32.12578,150.4593,406,76,NA,NA,NA,NA,NA,NA
"MORISSET",-33.10805,151.55254,51,76,NA,NA,NA,NA,NA,NA
"MUSWELLBROOK",-32.27159,150.88593,145,76,NA,NA,0,0.2,0.5,NA
"NEWCASTLE",-32.93118,151.75963,5,76,NA,0.1,0.3,0.3,0.8,1.6
"OAKDALE",-34.05171,150.49819,457,76,NA,NA,NA,0,0,2.6
"ORANGE",-33.27442,149.09439,871,76,NA,NA,NA,NA,NA,NA
"PENRITH",-33.7269,150.7038,27,76,NA,0.4,0,0.8,0.8,0.9
"PORT MACQUARIE",-31.44776,152.87653,73,76,NA,0.2,0,0.1,0.4,1.8
"RANDWICK",-33.93178,151.2428,28,76,8.5,NA,0,0.2,0.6,1.8
"RICHMOND",-33.61644,150.74735,21,76,NA,NA,NA,NA,NA,1.2
"ROUSE HILL",-33.68276,150.90371,73,76,NA,0.2,0,0.1,0.5,2
"ROZELLE",-33.86435,151.16393,22,76,9.8,0.2,0,0.3,0.9,1.7
"SINGLETON",-32.55748,151.17688,42,76,NA,NA,0.7,0.4,1.3,NA
"ST MARYS",-33.79516,150.7668,29,76,NA,NA,NA,0.3,0.4,1.2
"STOCKTON",-32.90197,151.78427,5,76,NA,NA,0,0.4,1.3,NA
"TAMWORTH",-31.10991,150.9145,405,76,NA,NA,NA,NA,NA,NA
"VINEYARD",-33.65623,150.84768,35,76,NA,NA,NA,NA,NA,NA
"WALLSEND",-32.89439,151.67021,8,76,NA,NA,0.1,0.2,0.8,1.6
"WOLLONGONG",-34.41706,150.88733,15,76,NA,0.1,0,0.1,0.4,2.2
"WYONG",-33.27897,151.43241,3,76,NA,0.1,0,0.1,0.3,2
"ALBURY",-36.05183,146.9398,182,77,NA,NA,NA,NA,NA,NA
"BARGO",-34.3063,150.5806,365,77,NA,NA,0,0.6,1,1.4
"BATHURST",-33.40192,149.57459,625,77,NA,NA,NA,NA,NA,NA
"BERESFIELD",-32.79679,151.66102,14,77,NA,NA,0.1,2.6,1.4,NA
"BRADFIELD HIGHWAY",-33.84343,151.21142,36,77,NA,0.3,0.1,6.6,2.9,0.5
"BRINGELLY",-33.91765,150.76193,53,77,15.8,NA,0,0.4,0.4,0.9
"CAMDEN",-34.0417,150.69014,73,77,NA,0.1,NA,0.3,0.6,1.2
"CAMPBELLTOWN WEST",-34.06667,150.79554,112,77,NA,0.2,0,1,1.3,1
"CARRINGTON",-32.90972,151.7633,5,77,NA,NA,0.1,2.1,1.5,NA
"CHULLORA",-33.89157,151.04606,32,77,NA,0.1,0,1.7,1.4,1
"COFFS HARBOUR",-30.29831,153.11808,21,77,NA,0.2,NA,0.4,0.7,1.7
"COOK AND PHILLIP",-33.87247,151.21334,26,77,NA,0.1,0,1.9,1.8,0.8
"EARLWOOD",-33.91618,151.13579,7,77,NA,NA,NA,1.4,1.3,1.1
"GOULBURN",-34.73451,149.72421,702,77,NA,NA,NA,0.2,0.4,1.7
"GUNNEDAH",-30.98188,150.26067,272,77,NA,NA,NA,0.7,0.9,1.3
"KATOOMBA",-33.71028,150.29959,1046,77,NA,NA,NA,NA,NA,NA
"KEMBLA GRANGE",-34.47442,150.81916,5,77,NA,NA,NA,1.2,0.7,1.4
"LIDCOMBE",-33.88141,151.04678,39,77,NA,NA,0,2.6,1.8,0.7
"LINDFIELD",-33.78113,151.1509,60,77,NA,NA,NA,NA,NA,NA
"LIVERPOOL",-33.9313,150.9073,22,77,18.7,0.2,0.1,4.1,1.8,0.9
"LIVERPOOL SWAQS",-33.91889,150.93252,12,77,NA,NA,NA,NA,NA,NA
"MACARTHUR",-34.07087,150.78218,104,77,NA,NA,NA,NA,NA,NA
"MACQUARIE PARK",-33.76528,151.11777,49,77,NA,0.3,0,0.3,0.9,0.8
"MAYFIELD",-32.88506,151.72835,5,77,NA,NA,0.1,2.2,1.7,NA
"MERRIWA",-32.12578,150.4593,406,77,NA,NA,NA,NA,NA,NA
"MORISSET",-33.10805,151.55254,51,77,NA,NA,NA,NA,NA,NA
"MUSWELLBROOK",-32.27159,150.88593,145,77,NA,NA,0.6,3.2,1.4,NA
"NEWCASTLE",-32.93118,151.75963,5,77,NA,0.3,0.1,1.3,1.3,0.9
"OAKDALE",-34.05171,150.49819,457,77,NA,NA,NA,0,0.1,2.3
"ORANGE",-33.27442,149.09439,871,77,NA,NA,NA,NA,NA,NA
"PENRITH",-33.7269,150.7038,27,77,NA,0.2,0.1,2.1,1.2,0.4
"PORT MACQUARIE",-31.44776,152.87653,73,77,NA,0.2,0,0.3,0.5,1.6
"RANDWICK",-33.93178,151.2428,28,77,12.4,NA,0,0.5,0.8,1.6
"RICHMOND",-33.61644,150.74735,21,77,NA,NA,NA,NA,NA,NA
"ROUSE HILL",-33.68276,150.90371,73,77,NA,0.4,0,0.6,1.3,0.9
"ROZELLE",-33.86435,151.16393,22,77,14.8,0.3,0,1.3,1.6,1
"SINGLETON",-32.55748,151.17688,42,77,NA,NA,0.1,2,1.1,NA
"ST MARYS",-33.79516,150.7668,29,77,NA,NA,NA,1.1,0.6,0.8
"STOCKTON",-32.90197,151.78427,5,77,NA,NA,0.1,2.4,1.9,NA
"TAMWORTH",-31.10991,150.9145,405,77,NA,NA,NA,NA,NA,NA
"VINEYARD",-33.65623,150.84768,35,77,NA,NA,NA,NA,NA,NA
"WALLSEND",-32.89439,151.67021,8,77,NA,NA,0.2,1.4,1.2,0.8
"WOLLONGONG",-34.41706,150.88733,15,77,NA,0.2,0,1.7,1.1,1.5
"WYONG",-33.27897,151.43241,3,77,NA,0.1,0,0.3,0.6,1.3
"ALBURY",-36.05183,146.9398,182,78,NA,NA,NA,NA,NA,NA
"BARGO",-34.3063,150.5806,365,78,NA,NA,0.1,0.2,0.9,1.2
"BATHURST",-33.40192,149.57459,625,78,NA,NA,NA,NA,NA,NA
"BERESFIELD",-32.79679,151.66102,14,78,NA,NA,0.3,1.6,1.1,1
"BRADFIELD HIGHWAY",-33.84343,151.21142,36,78,NA,0.3,0.1,5.6,2.8,0.1
"BRINGELLY",-33.91765,150.76193,53,78,11.7,NA,0,0.2,0.3,1.1
"CAMDEN",-34.0417,150.69014,73,78,NA,0.2,NA,0.4,0.5,1.2
"CAMPBELLTOWN WEST",-34.06667,150.79554,112,78,NA,0.2,0,0.3,1,0.9
"CARRINGTON",-32.90972,151.7633,5,78,NA,NA,0.1,2.8,1.2,NA
"CHULLORA",-33.89157,151.04606,32,78,NA,0.1,0,0.8,1.2,1
"COFFS HARBOUR",-30.29831,153.11808,21,78,NA,0.2,NA,0.3,0.8,1.9
"COOK AND PHILLIP",-33.87247,151.21334,26,78,NA,0.1,0,2.2,2,0.4
"EARLWOOD",-33.91618,151.13579,7,78,NA,NA,NA,0.8,1.3,0.9
"GOULBURN",-34.73451,149.72421,702,78,NA,NA,NA,0.2,0.4,2.1
"GUNNEDAH",-30.98188,150.26067,272,78,NA,NA,NA,0.3,0.5,1.5
"KATOOMBA",-33.71028,150.29959,1046,78,NA,NA,NA,NA,NA,NA
"KEMBLA GRANGE",-34.47442,150.81916,5,78,NA,NA,NA,0.6,0.4,1.4
"LIDCOMBE",-33.88141,151.04678,39,78,NA,0.3,0,0.6,1.4,0.9
"LINDFIELD",-33.78113,151.1509,60,78,NA,NA,NA,NA,NA,NA
"LIVERPOOL",-33.9313,150.9073,22,78,12.9,0.1,0,0.7,1.2,1
"LIVERPOOL SWAQS",-33.91889,150.93252,12,78,NA,NA,NA,NA,NA,NA
"MACARTHUR",-34.07087,150.78218,104,78,NA,NA,NA,NA,NA,NA
"MACQUARIE PARK",-33.76528,151.11777,49,78,NA,0.3,0,0.3,1,0.8
"MAYFIELD",-32.88506,151.72835,5,78,NA,NA,0.2,2.7,1.4,NA
"MERRIWA",-32.12578,150.4593,406,78,NA,NA,NA,NA,NA,NA
"MORISSET",-33.10805,151.55254,51,78,NA,NA,NA,NA,NA,NA
"MUSWELLBROOK",-32.27159,150.88593,145,78,NA,NA,0.3,3.9,1.3,NA
"NEWCASTLE",-32.93118,151.75963,5,78,NA,0.2,0.1,1.4,0.9,1.3
"OAKDALE",-34.05171,150.49819,457,78,NA,NA,NA,0,0.1,2.2
"ORANGE",-33.27442,149.09439,871,78,NA,NA,NA,NA,NA,NA
"PENRITH",-33.7269,150.7038,27,78,NA,0.3,0,1.4,0.8,0.7
"PORT MACQUARIE",-31.44776,152.87653,73,78,NA,0.1,0,0.1,0.5,1.6
"RANDWICK",-33.93178,151.2428,28,78,15.2,NA,0.1,1.3,1.1,1.1
"RICHMOND",-33.61644,150.74735,21,78,NA,NA,0,0.3,0.5,1
"ROUSE HILL",-33.68276,150.90371,73,78,NA,0.3,0,0.6,1.1,1
"ROZELLE",-33.86435,151.16393,22,78,13.2,0.2,0,0.8,1.3,0.9
"SINGLETON",-32.55748,151.17688,42,78,NA,NA,0.1,2.7,1.2,NA
"ST MARYS",-33.79516,150.7668,29,78,NA,NA,NA,0.1,0.3,1.1
"STOCKTON",-32.90197,151.78427,5,78,NA,NA,0.1,2.2,1.4,NA
"TAMWORTH",-31.10991,150.9145,405,78,NA,NA,NA,NA,NA,NA
"VINEYARD",-33.65623,150.84768,35,78,NA,NA,NA,NA,NA,NA
"WALLSEND",-32.89439,151.67021,8,78,NA,NA,0.2,2,0.9,1
"WOLLONGONG",-34.41706,150.88733,15,78,NA,0.1,0,0.4,0.9,1.6
"WYONG",-33.27897,151.43241,3,78,NA,0.1,0,0.7,0.8,0.9
"ALBURY",-36.05183,146.9398,182,79,NA,NA,NA,NA,NA,NA
"BARGO",-34.3063,150.5806,365,79,NA,NA,0.1,0.5,1,1.5
"BATHURST",-33.40192,149.57459,625,79,NA,NA,NA,NA,NA,NA
"BERESFIELD",-32.79679,151.66102,14,79,NA,NA,0,1.2,1.3,1
"BRADFIELD HIGHWAY",-33.84343,151.21142,36,79,NA,0.3,0.1,7.7,3.1,0.3
"BRINGELLY",-33.91765,150.76193,53,79,11.7,NA,0,0.5,0.9,0.9
"CAMDEN",-34.0417,150.69014,73,79,NA,0.2,NA,0.1,0.9,1.4
"CAMPBELLTOWN WEST",-34.06667,150.79554,112,79,NA,0.3,0,1.9,1.7,0.9
"CARRINGTON",-32.90972,151.7633,5,79,NA,NA,0,0.7,0.8,NA
"CHULLORA",-33.89157,151.04606,32,79,NA,0.2,0.1,2.8,1.8,0.7
"COFFS HARBOUR",-30.29831,153.11808,21,79,NA,0.2,NA,0.1,0.7,1.8
"COOK AND PHILLIP",-33.87247,151.21334,26,79,NA,0.1,0,1.7,2,0.5
"EARLWOOD",-33.91618,151.13579,7,79,NA,NA,NA,3,1.7,0.6
"GOULBURN",-34.73451,149.72421,702,79,NA,NA,NA,0.5,0.8,1.9
"GUNNEDAH",-30.98188,150.26067,272,79,NA,NA,NA,0.2,0.4,2
"KATOOMBA",-33.71028,150.29959,1046,79,NA,NA,NA,NA,NA,NA
"KEMBLA GRANGE",-34.47442,150.81916,5,79,NA,NA,NA,1,0.7,1.5
"LIDCOMBE",-33.88141,151.04678,39,79,NA,0.4,0.1,2.1,2,0.6
"LINDFIELD",-33.78113,151.1509,60,79,NA,NA,NA,NA,NA,NA
"LIVERPOOL",-33.9313,150.9073,22,79,17.5,0.3,0.1,3.6,2.3,0.7
"LIVERPOOL SWAQS",-33.91889,150.93252,12,79,NA,NA,NA,NA,NA,NA
"MACARTHUR",-34.07087,150.78218,104,79,NA,NA,NA,NA,NA,NA
"MACQUARIE PARK",-33.76528,151.11777,49,79,NA,0.3,0,0.5,0.9,0.8
"MAYFIELD",-32.88506,151.72835,5,79,NA,NA,0,1,1.4,NA
"MERRIWA",-32.12578,150.4593,406,79,NA,NA,NA,NA,NA,NA
"MORISSET",-33.10805,151.55254,51,79,NA,NA,NA,NA,NA,NA
"MUSWELLBROOK",-32.27159,150.88593,145,79,NA,NA,0,0.2,0.8,NA
"NEWCASTLE",-32.93118,151.75963,5,79,NA,0.2,-0.1,0.2,0.5,2.3
"OAKDALE",-34.05171,150.49819,457,79,NA,NA,NA,0,0.4,2.2
"ORANGE",-33.27442,149.09439,871,79,NA,NA,NA,NA,NA,NA
"PENRITH",-33.7269,150.7038,27,79,NA,0.2,0,0.8,0.8,1.1
"PORT MACQUARIE",-31.44776,152.87653,73,79,NA,0.1,0,0.1,0.6,1.6
"RANDWICK",-33.93178,151.2428,28,79,11,NA,0.1,0.7,1.3,1.1
"RICHMOND",-33.61644,150.74735,21,79,NA,NA,0,0.1,0.5,1.3
"ROUSE HILL",-33.68276,150.90371,73,79,NA,0.2,0,0.5,0.7,1.4
"ROZELLE",-33.86435,151.16393,22,79,13.1,0.3,0,1.2,2,0.6
"SINGLETON",-32.55748,151.17688,42,79,NA,NA,0.1,0.4,0.4,NA
"ST MARYS",-33.79516,150.7668,29,79,NA,NA,NA,0.4,0.8,0.9
"STOCKTON",-32.90197,151.78427,5,79,NA,NA,0,0.9,0.8,NA
"TAMWORTH",-31.10991,150.9145,405,79,NA,NA,NA,NA,NA,NA
"VINEYARD",-33.65623,150.84768,35,79,NA,NA,NA,NA,NA,NA
"WALLSEND",-32.89439,151.67021,8,79,NA,NA,0.1,0.2,0.9,1.5
"WOLLONGONG",-34.41706,150.88733,15,79,NA,NA,NA,NA,NA,NA
"WYONG",-33.27897,151.43241,3,79,NA,0.1,0,0.2,0.7,1.5
"ALBURY",-36.05183,146.9398,182,80,NA,NA,NA,NA,NA,NA
"BARGO",-34.3063,150.5806,365,80,NA,NA,0.1,3.1,1.2,1
"BATHURST",-33.40192,149.57459,625,80,NA,NA,NA,NA,NA,NA
"BERESFIELD",-32.79679,151.66102,14,80,NA,NA,0.1,2.7,1,0.8
"BRADFIELD HIGHWAY",-33.84343,151.21142,36,80,NA,0.4,0.1,7.7,3.1,NA
"BRINGELLY",-33.91765,150.76193,53,80,15.7,NA,0.1,1.2,0.7,0.7
"CAMDEN",-34.0417,150.69014,73,80,NA,0.2,NA,0.7,0.8,0.9
"CAMPBELLTOWN WEST",-34.06667,150.79554,112,80,NA,0.3,0.1,3.4,1.8,0.5
"CARRINGTON",-32.90972,151.7633,5,80,NA,NA,0.2,4.6,1.5,NA
"CHULLORA",-33.89157,151.04606,32,80,NA,0.4,0.2,6.1,2,0.5
"COFFS HARBOUR",-30.29831,153.11808,21,80,NA,0.2,NA,0.3,0.7,1.5
"COOK AND PHILLIP",-33.87247,151.21334,26,80,NA,0.2,0.1,3.3,2.4,0.3
"EARLWOOD",-33.91618,151.13579,7,80,NA,NA,NA,6.8,1.8,0.4
"GOULBURN",-34.73451,149.72421,702,80,NA,NA,NA,0.9,1,1
"GUNNEDAH",-30.98188,150.26067,272,80,NA,NA,NA,0.5,0.8,1.5
"KATOOMBA",-33.71028,150.29959,1046,80,NA,NA,NA,NA,NA,NA
"KEMBLA GRANGE",-34.47442,150.81916,5,80,NA,NA,NA,0.8,1,1.1
"LIDCOMBE",-33.88141,151.04678,39,80,NA,0.5,0.2,5.2,2.1,0.5
"LINDFIELD",-33.78113,151.1509,60,80,NA,NA,NA,NA,NA,NA
"LIVERPOOL",-33.9313,150.9073,22,80,25.1,0.5,0.2,6.1,1.9,0.6
"LIVERPOOL SWAQS",-33.91889,150.93252,12,80,NA,NA,NA,NA,NA,NA
"MACARTHUR",-34.07087,150.78218,104,80,NA,NA,NA,NA,NA,NA
